"League","date","Time","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","Home","Away","season","avg_age","players_used","foreigners_used","stadium_size","avg_att","occupancy","covid","covid_occupancy","avg_age_away","players_used_away","percentage_foreigners_used_away","NA","NA","NA"
"T1",0026-08-20,"Konyaspor","Bursaspor","1","1","D","1","1","D","16","12","6","4","18","14","11","6","2","3","0","0","1.8","Konyaspor","Bursaspor","2018/19",28.3,26,"0.62","42000",17472,0.416,0,"0",25.8,31,0.425,"43331","21358",0
"T1",0026-08-20,"Sivasspor","Kasimpasa","0","3","A","0","1","A","31","9","3","6","8","9","7","2","0","3","0","0","1.95","Sivasspor","Kasimpasa","2018/19",29,25,"0.553","27532",8400,0.305099521,0,"0",26.5,27,0.741,"13856","2734",0
"T1",0027-08-20,"Buyuksehyr","Akhisar Belediyespor","3","1","H","1","1","D","19","9","6","2","9","14","6","2","2","4","0","0","1.44","Buyuksehyr","Akhisar Belediyespor","2018/19",30.4,26,"0.641","17156",4050,0.236069014,0,"0",29.5,33,0.558,"12139","5598",0
"T1",0027-08-20,"Galatasaray","Alanyaspor","6","0","H","1","0","H","17","4","9","1","12","7","4","1","0","1","0","0","1.25","Galatasaray","Alanyaspor","2018/19",27.7,33,"0.816","52223",36166,0.692530111,0,"0",29.2,29,0.63,"10128","4888",0
"T1",0031-08-20,"Yeni Malatyaspor","Konyaspor","0","1","A","0","1","A","11","6","3","4","9","23","3","1","2","4","0","0","2.2","Yeni Malatyaspor","Konyaspor","2018/19",27.7,29,"0.548","25745",7911,0.307282968,0,"0",28.3,26,0.62,"42000","17472",0
"T1",0001-09-20,"Akhisar Belediyespor","Sivasspor","1","1","D","0","0","D","22","11","6","4","19","17","5","1","1","3","0","0","2","Akhisar Belediyespor","Sivasspor","2018/19",29.5,33,"0.558","12139",5598,0.46115825,0,"0",29,25,0.553,"27532","8400",0
"T1",0001-09-20,"Alanyaspor","Goztep","1","0","H","0","0","D","9","10","2","2","16","12","5","8","2","2","0","0","2.45","Alanyaspor","Goztep","2018/19",29.2,29,"0.63","10128",4888,0.482622433,0,"0",29.2,26,0.672,"19713","7942",0
"T1",0001-09-20,"Fenerbahce","Kayserispor","2","3","A","1","0","H","15","20","4","11","11","12","4","4","4","2","0","1","1.44","Fenerbahce","Kayserispor","2018/19",28.6,32,"0.633","47834",35798,0.748379814,0,"0",29.1,26,0.637,"32864","9869",0
"T1",0001-09-20,"Trabzonspor","Galatasaray","4","0","H","3","0","H","13","8","6","0","11","7","1","1","2","1","0","1","3.5","Trabzonspor","Galatasaray","2018/19",26.8,28,"0.591","40782",25687,0.629861213,0,"0",27.7,33,0.816,"52223","36166",0
"T1",0002-09-20,"Antalyaspor","Rizespor","2","1","H","0","1","A","13","6","4","2","12","13","5","5","3","3","1","1","2.4","Antalyaspor","Rizespor","2018/19",28.3,31,"0.563","32537",9901,0.30429972,0,"0",26.6,31,0.727,"15332","8469",0
"T1",0002-09-20,"Bursaspor","Besiktas","1","1","D","0","0","D","9","11","3","4","14","15","4","3","2","2","0","0","5.25","Bursaspor","Besiktas","2018/19",25.8,31,"0.425","43331",21358,0.492903464,0,"0",29.3,30,0.662,"41188","29872",0
"T1",0002-09-20,"Erzurum BB","Buyuksehyr","0","1","A","0","1","A","16","5","3","2","13","11","8","2","3","1","0","0","5.5","Erzurum BB","Buyuksehyr","2018/19",28.2,30,"0.593","23700",12524,0.528438819,0,"0",30.4,26,0.641,"17156","4050",0
"T1",0002-09-20,"Kasimpasa","Ankaragucu","2","1","H","1","0","H","10","15","4","7","8","11","5","6","1","3","0","0","1.9","Kasimpasa","Ankaragucu","2018/19",26.5,27,"0.741","13856",2734,0.197315242,0,"0",29.3,38,0.649,"20560","10242",0
"T1",0014-09-20,"Galatasaray","Kasimpasa","4","1","H","0","0","D","15","16","5","6","11","14","4","7","1","2","0","0","1.55","Galatasaray","Kasimpasa","2018/19",27.7,33,"0.816","52223",36166,0.692530111,0,"0",26.5,27,0.741,"13856","2734",0
"T1",0015-09-20,"Ankaragucu","Akhisar Belediyespor","1","0","H","1","0","H","7","12","1","4","19","11","2","12","2","3","0","0","2.3","Ankaragucu","Akhisar Belediyespor","2018/19",29.3,38,"0.649","20560",10242,0.498151751,0,"0",29.5,33,0.558,"12139","5598",0
"T1",0015-09-20,"Besiktas","Yeni Malatyaspor","2","1","H","0","0","D","17","10","6","6","14","15","10","5","3","3","1","0","1.33","Besiktas","Yeni Malatyaspor","2018/19",29.3,30,"0.662","41188",29872,0.725259784,0,"0",27.7,29,0.548,"25745","7911",0
"T1",0015-09-20,"Goztep","Kayserispor","2","0","H","2","0","H","16","9","6","1","11","10","4","1","1","2","0","0","2.2","Goztep","Kayserispor","2018/19",29.2,26,"0.672","19713",7942,0.402881347,0,"0",29.1,26,0.637,"32864","9869",0
"T1",0016-09-20,"Buyuksehyr","Antalyaspor","4","0","H","1","0","H","15","8","6","3","11","8","4","2","0","2","0","0","1.4","Buyuksehyr","Antalyaspor","2018/19",30.4,26,"0.641","17156",4050,0.236069014,0,"0",28.3,31,0.563,"32537","9901",0
"T1",0016-09-20,"Konyaspor","Fenerbahce","0","1","A","0","0","D","15","10","6","2","10","11","6","6","3","1","0","0","3.5","Konyaspor","Fenerbahce","2018/19",28.3,26,"0.62","42000",17472,0.416,0,"0",28.6,32,0.633,"47834","35798",0
"T1",0016-09-20,"Rizespor","Bursaspor","1","1","D","0","1","A","12","9","5","4","25","19","3","3","0","2","0","0","2","Rizespor","Bursaspor","2018/19",26.6,31,"0.727","15332",8469,0.552374119,0,"0",25.8,31,0.425,"43331","21358",0
"T1",0016-09-20,"Sivasspor","Erzurum BB","2","2","D","1","1","D","20","11","7","5","12","10","3","2","0","2","0","0","1.72","Sivasspor","Erzurum BB","2018/19",29,25,"0.553","27532",8400,0.305099521,0,"0",28.2,30,0.593,"23700","12524",0
"T1",0017-09-20,"Alanyaspor","Trabzonspor","1","0","H","1","0","H","16","11","7","5","19","9","4","6","1","2","0","0","3","Alanyaspor","Trabzonspor","2018/19",29.2,29,"0.63","10128",4888,0.482622433,0,"0",26.8,28,0.591,"40782","25687",0
"T1",0021-09-20,"Bursaspor","Buyuksehyr","0","0","D","0","0","D","13","7","4","1","10","14","1","4","1","4","0","0","3.4","Bursaspor","Buyuksehyr","2018/19",25.8,31,"0.425","43331",21358,0.492903464,0,"0",30.4,26,0.641,"17156","4050",0
"T1",0021-09-20,"Erzurum BB","Ankaragucu","0","1","A","0","0","D","25","3","8","1","14","8","12","2","3","2","0","1","2","Erzurum BB","Ankaragucu","2018/19",28.2,30,"0.593","23700",12524,0.528438819,0,"0",29.3,38,0.649,"20560","10242",0
"T1",0022-09-20,"Kayserispor","Konyaspor","0","2","A","0","2","A","17","8","4","5","18","7","6","5","1","2","0","0","2.3","Kayserispor","Konyaspor","2018/19",29.1,26,"0.637","32864",9869,0.300298199,0,"0",28.3,26,0.62,"42000","17472",0
"T1",0022-09-20,"Trabzonspor","Goztep","1","2","A","0","2","A","13","5","5","2","12","12","4","2","2","4","0","0","1.6","Trabzonspor","Goztep","2018/19",26.8,28,"0.591","40782",25687,0.629861213,0,"0",29.2,26,0.672,"19713","7942",0
"T1",0022-09-20,"Yeni Malatyaspor","Rizespor","1","0","H","1","0","H","23","7","9","1","17","15","10","3","2","3","0","1","1.83","Yeni Malatyaspor","Rizespor","2018/19",27.7,29,"0.548","25745",7911,0.307282968,0,"0",26.6,31,0.727,"15332","8469",0
"T1",0023-09-20,"Akhisar Belediyespor","Galatasaray","3","0","H","0","0","D","10","12","5","3","15","13","1","6","4","3","0","0","5","Akhisar Belediyespor","Galatasaray","2018/19",29.5,33,"0.558","12139",5598,0.46115825,0,"0",27.7,33,0.816,"52223","36166",0
"T1",0023-09-20,"Antalyaspor","Sivasspor","2","1","H","2","1","H","6","15","3","2","14","7","6","4","4","1","0","0","2.4","Antalyaspor","Sivasspor","2018/19",28.3,31,"0.563","32537",9901,0.30429972,0,"0",29,25,0.553,"27532","8400",0
"T1",0023-09-20,"Kasimpasa","Alanyaspor","1","2","A","0","1","A","24","8","6","3","14","17","7","0","2","3","0","0","1.7","Kasimpasa","Alanyaspor","2018/19",26.5,27,"0.741","13856",2734,0.197315242,0,"0",29.2,29,0.63,"10128","4888",0
"T1",0024-09-20,"Fenerbahce","Besiktas","1","1","D","0","1","A","13","11","7","4","13","16","2","7","1","5","0","1","2.4","Fenerbahce","Besiktas","2018/19",28.6,32,"0.633","47834",35798,0.748379814,0,"0",29.3,30,0.662,"41188","29872",0
"T1",0028-09-20,"Galatasaray","Erzurum BB","1","0","H","0","0","D","12","10","7","1","12","12","10","6","3","2","0","0","1.28","Galatasaray","Erzurum BB","2018/19",27.7,33,"0.816","52223",36166,0.692530111,0,"0",28.2,30,0.593,"23700","12524",0
"T1",0029-09-20,"Alanyaspor","Akhisar Belediyespor","2","1","H","1","0","H","5","6","3","1","17","9","2","8","4","2","1","0","1.95","Alanyaspor","Akhisar Belediyespor","2018/19",29.2,29,"0.63","10128",4888,0.482622433,0,"0",29.5,33,0.558,"12139","5598",0
"T1",0029-09-20,"Besiktas","Kayserispor","2","0","H","1","0","H","12","9","4","3","10","11","6","3","1","0","0","0","1.3","Besiktas","Kayserispor","2018/19",29.3,30,"0.662","41188",29872,0.725259784,0,"0",29.1,26,0.637,"32864","9869",0
"T1",0029-09-20,"Trabzonspor","Kasimpasa","4","2","H","1","2","A","19","16","7","9","14","11","7","6","2","3","0","0","1.83","Trabzonspor","Kasimpasa","2018/19",26.8,28,"0.591","40782",25687,0.629861213,0,"0",26.5,27,0.741,"13856","2734",0
"T1",0030-09-20,"Goztep","Konyaspor","3","2","H","2","0","H","13","10","9","2","11","15","7","6","3","4","0","0","2.37","Goztep","Konyaspor","2018/19",29.2,26,"0.672","19713",7942,0.402881347,0,"0",28.3,26,0.62,"42000","17472",0
"T1",0030-09-20,"Rizespor","Fenerbahce","3","0","H","3","0","H","9","17","4","5","11","15","5","7","1","1","0","0","3.8","Rizespor","Fenerbahce","2018/19",26.6,31,"0.727","15332",8469,0.552374119,0,"0",28.6,32,0.633,"47834","35798",0
"T1",0030-09-20,"Sivasspor","Bursaspor","2","0","H","1","0","H","9","7","3","3","23","14","5","6","2","4","0","0","2","Sivasspor","Bursaspor","2018/19",29,25,"0.553","27532",8400,0.305099521,0,"0",25.8,31,0.425,"43331","21358",0
"T1",0001-10-20,"Ankaragucu","Antalyaspor","0","1","A","0","1","A","14","11","3","6","10","18","5","8","2","5","0","0","2.1","Ankaragucu","Antalyaspor","2018/19",29.3,38,"0.649","20560",10242,0.498151751,0,"0",28.3,31,0.563,"32537","9901",0
"T1",0001-10-20,"Buyuksehyr","Yeni Malatyaspor","1","1","D","0","1","A","14","11","6","3","11","9","12","2","2","2","0","0","1.33","Buyuksehyr","Yeni Malatyaspor","2018/19",30.4,26,"0.641","17156",4050,0.236069014,0,"0",27.7,29,0.548,"25745","7911",0
"T1",0005-10-20,"Kasimpasa","Goztep","3","1","H","1","0","H","19","12","5","5","16","9","6","5","1","0","0","0","2.25","Kasimpasa","Goztep","2018/19",26.5,27,"0.741","13856",2734,0.197315242,0,"0",29.2,26,0.672,"19713","7942",0
"T1",0006-10-20,"Antalyaspor","Galatasaray","0","1","A","0","0","D","5","15","0","7","15","14","5","7","1","3","0","0","5","Antalyaspor","Galatasaray","2018/19",28.3,31,"0.563","32537",9901,0.30429972,0,"0",27.7,33,0.816,"52223","36166",0
"T1",0006-10-20,"Bursaspor","Ankaragucu","1","0","H","1","0","H","13","7","5","2","19","11","10","5","1","0","0","0","2.04","Bursaspor","Ankaragucu","2018/19",25.8,31,"0.425","43331",21358,0.492903464,0,"0",29.3,38,0.649,"20560","10242",0
"T1",0006-10-20,"Erzurum BB","Alanyaspor","1","0","H","0","0","D","13","6","4","1","10","15","6","5","2","2","0","0","2.3","Erzurum BB","Alanyaspor","2018/19",28.2,30,"0.593","23700",12524,0.528438819,0,"0",29.2,29,0.63,"10128","4888",0
"T1",0006-10-20,"Kayserispor","Rizespor","2","2","D","0","1","A","14","6","4","2","11","14","5","6","1","3","1","1","2.14","Kayserispor","Rizespor","2018/19",29.1,26,"0.637","32864",9869,0.300298199,0,"0",26.6,31,0.727,"15332","8469",0
"T1",0007-10-20,"Akhisar Belediyespor","Trabzonspor","1","3","A","0","2","A","11","10","4","4","15","16","5","5","1","3","0","0","3.4","Akhisar Belediyespor","Trabzonspor","2018/19",29.5,33,"0.558","12139",5598,0.46115825,0,"0",26.8,28,0.591,"40782","25687",0
"T1",0007-10-20,"Fenerbahce","Buyuksehyr","0","0","D","0","0","D","16","9","4","3","15","16","7","6","5","4","0","0","2.37","Fenerbahce","Buyuksehyr","2018/19",28.6,32,"0.633","47834",35798,0.748379814,0,"0",30.4,26,0.641,"17156","4050",0
"T1",0007-10-20,"Konyaspor","Besiktas","2","2","D","1","0","H","15","7","5","4","18","10","9","4","6","7","0","1","5","Konyaspor","Besiktas","2018/19",28.3,26,"0.62","42000",17472,0.416,0,"0",29.3,30,0.662,"41188","29872",0
"T1",0007-10-20,"Yeni Malatyaspor","Sivasspor","4","4","D","1","3","A","23","12","8","5","13","13","5","3","3","4","0","1","2.3","Yeni Malatyaspor","Sivasspor","2018/19",27.7,29,"0.548","25745",7911,0.307282968,0,"0",29,25,0.553,"27532","8400",0
"T1",0019-10-20,"Galatasaray","Bursaspor","1","1","D","0","0","D","10","13","3","3","6","18","1","6","1","5","0","0","1.53","Galatasaray","Bursaspor","2018/19",27.7,33,"0.816","52223",36166,0.692530111,0,"0",25.8,31,0.425,"43331","21358",0
"T1",0020-10-20,"Buyuksehyr","Kayserispor","1","0","H","1","0","H","14","7","3","2","15","14","8","4","4","3","0","0","1.44","Buyuksehyr","Kayserispor","2018/19",30.4,26,"0.641","17156",4050,0.236069014,0,"0",29.1,26,0.637,"32864","9869",0
"T1",0020-10-20,"Kasimpasa","Akhisar Belediyespor","5","0","H","0","0","D","16","16","6","5","18","16","3","7","1","3","0","0","1.75","Kasimpasa","Akhisar Belediyespor","2018/19",26.5,27,"0.741","13856",2734,0.197315242,0,"0",29.5,33,0.558,"12139","5598",0
"T1",0020-10-20,"Sivasspor","Fenerbahce","0","0","D","0","0","D","17","13","4","4","14","14","3","4","2","1","0","0","3.2","Sivasspor","Fenerbahce","2018/19",29,25,"0.553","27532",8400,0.305099521,0,"0",28.6,32,0.633,"47834","35798",0
"T1",0021-10-20,"Alanyaspor","Antalyaspor","0","1","A","0","1","A","12","10","0","3","15","14","7","4","3","4","1","0","2","Alanyaspor","Antalyaspor","2018/19",29.2,29,"0.63","10128",4888,0.482622433,0,"0",28.3,31,0.563,"32537","9901",0
"T1",0021-10-20,"Ankaragucu","Yeni Malatyaspor","1","0","H","1","0","H","7","10","3","2","21","19","6","6","4","4","0","0","2.54","Ankaragucu","Yeni Malatyaspor","2018/19",29.3,38,"0.649","20560",10242,0.498151751,0,"0",27.7,29,0.548,"25745","7911",0
"T1",0021-10-20,"Goztep","Besiktas","2","0","H","0","0","D","10","10","5","2","18","14","5","6","3","2","0","0","3.5","Goztep","Besiktas","2018/19",29.2,26,"0.672","19713",7942,0.402881347,0,"0",29.3,30,0.662,"41188","29872",0
"T1",0021-10-20,"Rizespor","Konyaspor","1","1","D","1","0","H","9","14","3","4","20","21","3","7","2","0","1","0","3.2","Rizespor","Konyaspor","2018/19",26.6,31,"0.727","15332",8469,0.552374119,0,"0",28.3,26,0.62,"42000","17472",0
"T1",0022-10-20,"Trabzonspor","Erzurum BB","0","0","D","0","0","D","13","10","1","4","10","14","7","5","1","3","0","0","1.44","Trabzonspor","Erzurum BB","2018/19",26.8,28,"0.591","40782",25687,0.629861213,0,"0",28.2,30,0.593,"23700","12524",0
"T1",0027-10-20,"Antalyaspor","Trabzonspor","1","1","D","1","1","D","12","11","7","4","14","15","5","3","2","1","0","0","3.2","Antalyaspor","Trabzonspor","2018/19",28.3,31,"0.563","32537",9901,0.30429972,0,"0",26.8,28,0.591,"40782","25687",0
"T1",0027-10-20,"Erzurum BB","Kasimpasa","1","1","D","1","0","H","14","18","5","7","18","9","6","8","4","1","1","0","2.7","Erzurum BB","Kasimpasa","2018/19",28.2,30,"0.593","23700",12524,0.528438819,0,"0",26.5,27,0.741,"13856","2734",0
"T1",0027-10-20,"Konyaspor","Buyuksehyr","0","1","A","0","0","D","9","7","1","4","11","15","3","2","1","0","0","0","2.9","Konyaspor","Buyuksehyr","2018/19",28.3,26,"0.62","42000",17472,0.416,0,"0",30.4,26,0.641,"17156","4050",0
"T1",0028-10-20,"Fenerbahce","Ankaragucu","1","3","A","0","1","A","13","17","3","8","16","21","5","7","4","5","1","0","1.44","Fenerbahce","Ankaragucu","2018/19",28.6,32,"0.633","47834",35798,0.748379814,0,"0",29.3,38,0.649,"20560","10242",0
"T1",0028-10-20,"Kayserispor","Sivasspor","2","0","H","0","0","D","10","14","4","2","13","14","3","5","4","6","0","1","2.37","Kayserispor","Sivasspor","2018/19",29.1,26,"0.637","32864",9869,0.300298199,0,"0",29,25,0.553,"27532","8400",0
"T1",0028-10-20,"Yeni Malatyaspor","Galatasaray","2","0","H","1","0","H","12","14","5","2","16","13","5","5","2","1","0","0","3.6","Yeni Malatyaspor","Galatasaray","2018/19",27.7,29,"0.548","25745",7911,0.307282968,0,"0",27.7,33,0.816,"52223","36166",0
"T1",0029-10-20,"Akhisar Belediyespor","Goztep","1","0","H","1","0","H","11","13","4","3","18","14","3","3","3","4","0","0","2.9","Akhisar Belediyespor","Goztep","2018/19",29.5,33,"0.558","12139",5598,0.46115825,0,"0",29.2,26,0.672,"19713","7942",0
"T1",0029-10-20,"Besiktas","Rizespor","4","1","H","2","0","H","26","5","12","2","12","12","7","2","3","2","0","2","1.2","Besiktas","Rizespor","2018/19",29.3,30,"0.662","41188",29872,0.725259784,0,"0",26.6,31,0.727,"15332","8469",0
"T1",0002-11-20,"Galatasaray","Fenerbahce","2","2","D","1","0","H","16","17","3","5","9","16","6","4","1","4","0","0","2","Galatasaray","Fenerbahce","2018/19",27.7,33,"0.816","52223",36166,0.692530111,0,"0",28.6,32,0.633,"47834","35798",0
"T1",0003-11-20,"Akhisar Belediyespor","Erzurum BB","1","1","D","1","1","D","10","5","5","1","13","16","3","2","2","1","0","0","1.9","Akhisar Belediyespor","Erzurum BB","2018/19",29.5,33,"0.558","12139",5598,0.46115825,0,"0",28.2,30,0.593,"23700","12524",0
"T1",0003-11-20,"Buyuksehyr","Besiktas","1","0","H","1","0","H","9","15","3","3","14","14","3","9","2","2","0","0","2.3","Buyuksehyr","Besiktas","2018/19",30.4,26,"0.641","17156",4050,0.236069014,0,"0",29.3,30,0.662,"41188","29872",0
"T1",0003-11-20,"Kasimpasa","Antalyaspor","1","2","A","1","1","D","19","9","6","6","12","14","7","3","2","4","0","0","1.85","Kasimpasa","Antalyaspor","2018/19",26.5,27,"0.741","13856",2734,0.197315242,0,"0",28.3,31,0.563,"32537","9901",0
"T1",0004-11-20,"Alanyaspor","Yeni Malatyaspor","0","1","A","0","1","A","17","2","6","1","20","20","10","0","2","3","0","0","2.7","Alanyaspor","Yeni Malatyaspor","2018/19",29.2,29,"0.63","10128",4888,0.482622433,0,"0",27.7,29,0.548,"25745","7911",0
"T1",0004-11-20,"Ankaragucu","Kayserispor","3","1","H","2","0","H","10","11","5","2","18","18","3","6","0","4","0","1","2.3","Ankaragucu","Kayserispor","2018/19",29.3,38,"0.649","20560",10242,0.498151751,0,"0",29.1,26,0.637,"32864","9869",0
"T1",0004-11-20,"Trabzonspor","Bursaspor","1","1","D","1","0","H","17","14","6","6","16","16","3","6","2","2","0","0","1.7","Trabzonspor","Bursaspor","2018/19",26.8,28,"0.591","40782",25687,0.629861213,0,"0",25.8,31,0.425,"43331","21358",0
"T1",0005-11-20,"Goztep","Rizespor","2","0","H","1","0","H","12","13","6","2","11","8","6","13","0","1","0","0","1.7","Goztep","Rizespor","2018/19",29.2,26,"0.672","19713",7942,0.402881347,0,"0",26.6,31,0.727,"15332","8469",0
"T1",0005-11-20,"Sivasspor","Konyaspor","0","0","D","0","0","D","17","10","3","2","23","13","12","3","2","4","0","1","2.37","Sivasspor","Konyaspor","2018/19",29,25,"0.553","27532",8400,0.305099521,0,"0",28.3,26,0.62,"42000","17472",0
"T1",0009-11-20,"Yeni Malatyaspor","Trabzonspor","5","0","H","2","0","H","10","15","6","5","14","6","2","2","1","1","0","0","3","Yeni Malatyaspor","Trabzonspor","2018/19",27.7,29,"0.548","25745",7911,0.307282968,0,"0",26.8,28,0.591,"40782","25687",0
"T1",0010-11-20,"Erzurum BB","Goztep","2","1","H","1","0","H","7","9","4","3","14","9","2","6","2","2","0","0","2.37","Erzurum BB","Goztep","2018/19",28.2,30,"0.593","23700",12524,0.528438819,0,"0",29.2,26,0.672,"19713","7942",0
"T1",0010-11-20,"Kayserispor","Galatasaray","0","3","A","0","1","A","12","11","3","6","13","9","4","3","5","3","1","0","2.37","Kayserispor","Galatasaray","2018/19",29.1,26,"0.637","32864",9869,0.300298199,0,"0",27.7,33,0.816,"52223","36166",0
"T1",0010-11-20,"Konyaspor","Ankaragucu","2","0","H","0","0","D","15","7","3","2","15","16","3","4","1","2","0","0","1.72","Konyaspor","Ankaragucu","2018/19",28.3,26,"0.62","42000",17472,0.416,0,"0",29.3,38,0.649,"20560","10242",0
"T1",0010-11-20,"Rizespor","Buyuksehyr","1","2","A","0","0","D","6","13","2","4","14","10","4","4","2","1","0","0","4","Rizespor","Buyuksehyr","2018/19",26.6,31,"0.727","15332",8469,0.552374119,0,"0",30.4,26,0.641,"17156","4050",0
"T1",0011-11-20,"Antalyaspor","Akhisar Belediyespor","1","2","A","0","0","D","17","5","6","3","10","17","8","7","3","1","0","0","1.95","Antalyaspor","Akhisar Belediyespor","2018/19",28.3,31,"0.563","32537",9901,0.30429972,0,"0",29.5,33,0.558,"12139","5598",0
"T1",0011-11-20,"Besiktas","Sivasspor","1","2","A","1","1","D","9","10","2","3","14","14","6","5","4","3","0","0","1.36","Besiktas","Sivasspor","2018/19",29.3,30,"0.662","41188",29872,0.725259784,0,"0",29,25,0.553,"27532","8400",0
"T1",0011-11-20,"Bursaspor","Kasimpasa","1","2","A","1","1","D","24","10","4","4","17","14","6","6","3","1","0","0","2","Bursaspor","Kasimpasa","2018/19",25.8,31,"0.425","43331",21358,0.492903464,0,"0",26.5,27,0.741,"13856","2734",0
"T1",0011-11-20,"Fenerbahce","Alanyaspor","2","0","H","2","0","H","12","10","5","3","11","17","3","6","2","2","0","0","1.44","Fenerbahce","Alanyaspor","2018/19",28.6,32,"0.633","47834",35798,0.748379814,0,"0",29.2,29,0.63,"10128","4888",0
"T1",0023-11-20,"Galatasaray","Konyaspor","1","1","D","0","0","D","13","8","2","2","12","14","0","3","1","3","1","0","1.75","Galatasaray","Konyaspor","2018/19",27.7,33,"0.816","52223",36166,0.692530111,0,"0",28.3,26,0.62,"42000","17472",0
"T1",0024-11-20,"Alanyaspor","Kayserispor","5","0","H","1","0","H","15","5","10","1","20","11","9","2","3","5","0","0","1.9","Alanyaspor","Kayserispor","2018/19",29.2,29,"0.63","10128",4888,0.482622433,0,"0",29.1,26,0.637,"32864","9869",0
"T1",0024-11-20,"Ankaragucu","Besiktas","1","4","A","0","3","A","15","15","4","6","18","15","4","5","2","2","0","0","4.5","Ankaragucu","Besiktas","2018/19",29.3,38,"0.649","20560",10242,0.498151751,0,"0",29.3,30,0.662,"41188","29872",0
"T1",0024-11-20,"Erzurum BB","Antalyaspor","1","0","H","0","0","D","14","7","2","1","12","12","7","3","3","0","0","0","2","Erzurum BB","Antalyaspor","2018/19",28.2,30,"0.593","23700",12524,0.528438819,0,"0",28.3,31,0.563,"32537","9901",0
"T1",0025-11-20,"Akhisar Belediyespor","Bursaspor","2","4","A","2","1","H","6","19","3","7","13","11","3","7","0","2","0","0","2.5","Akhisar Belediyespor","Bursaspor","2018/19",29.5,33,"0.558","12139",5598,0.46115825,0,"0",25.8,31,0.425,"43331","21358",0
"T1",0025-11-20,"Kasimpasa","Yeni Malatyaspor","3","0","H","1","0","H","21","17","9","2","19","9","7","4","2","1","0","0","2.04","Kasimpasa","Yeni Malatyaspor","2018/19",26.5,27,"0.741","13856",2734,0.197315242,0,"0",27.7,29,0.548,"25745","7911",0
"T1",0025-11-20,"Sivasspor","Rizespor","1","1","D","0","0","D","25","9","6","4","14","7","19","3","2","3","1","0","1.75","Sivasspor","Rizespor","2018/19",29,25,"0.553","27532",8400,0.305099521,0,"0",26.6,31,0.727,"15332","8469",0
"T1",0025-11-20,"Trabzonspor","Fenerbahce","2","1","H","0","0","D","26","11","8","3","11","17","6","6","3","3","0","0","2.4","Trabzonspor","Fenerbahce","2018/19",26.8,28,"0.591","40782",25687,0.629861213,0,"0",28.6,32,0.633,"47834","35798",0
"T1",0026-11-20,"Goztep","Buyuksehyr","0","2","A","0","1","A","15","15","4","7","8","13","7","1","4","3","0","0","2.87","Goztep","Buyuksehyr","2018/19",29.2,26,"0.672","19713",7942,0.402881347,0,"0",30.4,26,0.641,"17156","4050",0
"T1",0030-11-20,"Konyaspor","Alanyaspor","2","0","H","0","0","D","9","8","4","2","10","10","2","3","3","2","0","1","1.7","Konyaspor","Alanyaspor","2018/19",28.3,26,"0.62","42000",17472,0.416,0,"0",29.2,29,0.63,"10128","4888",0
"T1",0030-11-20,"Rizespor","Ankaragucu","1","1","D","0","1","A","21","10","6","4","12","6","7","2","3","2","0","0","1.95","Rizespor","Ankaragucu","2018/19",26.6,31,"0.727","15332",8469,0.552374119,0,"0",29.3,38,0.649,"20560","10242",0
"T1",0001-12-20,"Antalyaspor","Goztep","1","0","H","1","0","H","8","15","4","3","17","17","6","4","1","1","0","0","2.2","Antalyaspor","Goztep","2018/19",28.3,31,"0.563","32537",9901,0.30429972,0,"0",29.2,26,0.672,"19713","7942",0
"T1",0001-12-20,"Buyuksehyr","Sivasspor","0","1","A","0","1","A","16","9","2","1","8","15","6","0","3","3","0","0","1.5","Buyuksehyr","Sivasspor","2018/19",30.4,26,"0.641","17156",4050,0.236069014,0,"0",29,25,0.553,"27532","8400",0
"T1",0001-12-20,"Kayserispor","Trabzonspor","0","2","A","0","0","D","7","18","2","7","15","16","2","5","5","1","0","0","3.75","Kayserispor","Trabzonspor","2018/19",29.1,26,"0.637","32864",9869,0.300298199,0,"0",26.8,28,0.591,"40782","25687",0
"T1",0002-12-20,"Besiktas","Galatasaray","1","0","H","1","0","H","14","10","5","2","21","14","6","5","4","4","0","0","1.75","Besiktas","Galatasaray","2018/19",29.3,30,"0.662","41188",29872,0.725259784,0,"0",27.7,33,0.816,"52223","36166",0
"T1",0002-12-20,"Bursaspor","Erzurum BB","2","1","H","1","1","D","13","8","4","2","19","13","2","3","2","1","0","0","1.75","Bursaspor","Erzurum BB","2018/19",25.8,31,"0.425","43331",21358,0.492903464,0,"0",28.2,30,0.593,"23700","12524",0
"T1",0003-12-20,"Fenerbahce","Kasimpasa","2","2","D","2","1","H","21","16","3","3","11","19","8","2","3","1","0","0","1.72","Fenerbahce","Kasimpasa","2018/19",28.6,32,"0.633","47834",35798,0.748379814,0,"0",26.5,27,0.741,"13856","2734",0
"T1",0003-12-20,"Yeni Malatyaspor","Akhisar Belediyespor","1","1","D","1","0","H","9","7","3","3","16","13","0","0","4","3","0","0","1.83","Yeni Malatyaspor","Akhisar Belediyespor","2018/19",27.7,29,"0.548","25745",7911,0.307282968,0,"0",29.5,33,0.558,"12139","5598",0
