"Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","avg_age_home","players_used_home","foreigners_home","stadium_size","avg_attendance","occupancy","avg_age_away","players_used_away","foreigners_away","season","league","spi1","spi2","prob1","prob2","probtie","proj_score1","proj_score2","importance1","importance2","xg1","xg2","nsxg1","nsxg2","adj_score1","adj_score2","yel_card_spread","rating_diff","xg_diff","age_diff","red_card_spread","importance_diff","covid","home_win","away_win","draw","home_points","away_points","yel_card_ratio_home","red_card_ratio_home","yel_card_ratio_away","red_card_ratio_away","home_points_percentage_total","away_points_percentage_total","shots_ratio_home","shots_ratio_away","goal_diff","diff_point"
2018-09-01,"Everton","Huddersfield",1,1,"D",11,9,1,6,13,14,4,3,3,3,0,0,25.5,23,0.633,"39,571","39043",0.986656895,25.9,31,0.794,2018,"Barclays Premier League",67.21,57.45,0.5368,0.191,0.2722,1.58,0.83,23,43.5,0.82,0.59,1.32,1.06,1.05,1.05,0,9.75999999999999,0.23,-0.399999999999999,0,-20.5,0,0,0,1,1,1,0.230769230769231,0.230769230769231,0.214285714285714,0,0.5,0.5,0.0909090909090909,0.666666666666667,0,0
2018-09-01,"Leicester","Liverpool",1,2,"A",12,10,5,4,9,12,4,4,3,2,0,0,25.9,25,0.547,"32273","31851",0.986924054,26.2,23,0.777,2018,"Barclays Premier League",71.11,90.02,0.1818,0.5907,0.2275,1.03,2.03,25.2,58.1,0.95,1.51,1.22,1.14,1.05,2.1,1,-18.91,-0.56,-0.300000000000001,0,-32.9,0,0,1,0,0,3,0.333333333333333,0.333333333333333,0.166666666666667,0,0,1,0.416666666666667,0.4,-1,-3
2018-09-01,"Man City","Newcastle",2,1,"H",24,3,8,2,5,13,4,0,0,0,0,0,26.4,21,0.778,"55017","54130",0.983877711,26.6,24,0.826,2018,"Barclays Premier League",92.43,67.01,0.8643,0.0264,0.1093,2.72,0.32,77.3,24.3,2.55,0.61,2.34,0.45,2.1,1.05,0,25.42,1.94,-0.200000000000003,0,53,0,1,0,0,3,0,0,0,0,0,1,0,0.333333333333333,0.666666666666667,1,3
2018-09-01,"West Ham","Wolves",0,1,"A",13,15,3,6,10,11,4,4,2,1,0,0,27.7,26,0.747,"60000","58336",0.972266667,25.4,21,0.808,2018,"Barclays Premier League",63.22,63.83,0.4482,0.2735,0.2783,1.49,1.11,37.8,34.5,0.96,1.27,1.81,0.76,0,1.05,1,-0.609999999999999,-0.31,2.3,0,3.3,0,0,1,0,0,3,0.2,0.2,0.0909090909090909,0,0,1,0.230769230769231,0.4,-1,-3
2018-09-02,"Burnley","Man United",0,2,"A",9,21,2,9,7,13,2,5,2,3,0,1,27.9,23,0.298,"21994","20534",0.93361826,26,28,0.662,2018,"Barclays Premier League",63.22,80.01,0.2532,0.4815,0.2653,1.12,1.63,36.8,42.5,1.13,2.91,1.34,2.68,0,2.1,-1,-16.79,-1.78,1.9,-1,-5.7,0,0,1,0,0,3,0.285714285714286,0.285714285714286,0.230769230769231,0.0769230769230769,0,1,0.222222222222222,0.428571428571429,-2,-3
2018-09-02,"Cardiff","Arsenal",2,3,"A",14,17,3,11,12,14,3,9,3,4,0,0,27.3,25,0.657,"33280","31408",0.94375,26.4,28,0.94,2018,"Barclays Premier League",59.99,80.5,0.2056,0.5613,0.2331,1.13,1.99,42.4,49.6,1.01,1.53,1.33,2.45,2.1,3.15,-1,-20.51,-0.52,0.900000000000002,0,-7.2,0,0,1,0,0,3,0.25,0.25,0.285714285714286,0,0,1,0.214285714285714,0.647058823529412,-1,-3
2018-09-02,"Watford","Tottenham",2,1,"H",7,11,3,2,9,8,3,10,2,1,0,0,27.9,25,0.755,"21577","20016",0.927654447,26.6,28,0.679,2018,"Barclays Premier League",69.16,85.94,0.2182,0.5406,0.2412,1.13,1.9,24.8,54.3,0.45,0.83,1.31,1.8,2.1,1.05,1,-16.78,-0.38,1.3,0,-29.5,0,1,0,0,3,0,0.222222222222222,0.222222222222222,0.125,0,1,0,0.428571428571429,0.181818181818182,1,3
2018-09-15,"Bournemouth","Leicester",4,2,"H",10,14,5,8,13,15,4,6,3,2,0,1,26.2,28,0.522,"11329","10532",0.929649572,25.9,25,0.547,2018,"Barclays Premier League",65.52,71.42,0.3917,0.3377,0.2705,1.48,1.35,19.6,16.6,2.15,1.96,0.66,1.44,3.78,2.1,1,-5.90000000000001,0.19,0.300000000000001,-1,3,0,1,0,0,3,0,0.230769230769231,0.230769230769231,0.133333333333333,0.0666666666666667,1,0,0.5,0.571428571428571,2,3
2018-09-15,"Chelsea","Cardiff",4,1,"H",18,6,7,2,8,10,5,4,0,0,0,0,27.1,24,0.93,"40853","40441",0.989915061,27.3,25,0.657,2018,"Barclays Premier League",85.31,59.99,0.8049,0.0473,0.1478,2.42,0.42,54.9,31.5,2.65,0.84,2.28,0.77,3.61,1.05,0,25.32,1.81,-0.199999999999999,0,23.4,0,1,0,0,3,0,0,0,0,0,1,0,0.388888888888889,0.333333333333333,3,3
2018-09-15,"Huddersfield","Crystal Palace",0,1,"A",15,7,2,2,11,17,5,3,1,2,0,0,25.9,31,0.794,"24500","23340",0.952653061,27.2,26,0.705,2018,"Barclays Premier League",58.31,68.29,0.339,0.3641,0.2969,1.18,1.23,44.1,23,1,0.64,2.11,0.64,0,1.05,-1,-9.98,0.36,-1.3,0,21.1,0,0,1,0,0,3,0.0909090909090909,0.0909090909090909,0.117647058823529,0,0,1,0.133333333333333,0.285714285714286,-1,-3
2018-09-15,"Man City","Fulham",3,0,"H",28,9,9,3,7,7,10,4,0,0,0,0,26.4,21,0.778,"55017","54130",0.983877711,25.8,28,0.76,2018,"Barclays Premier League",92.22,62.99,0.8748,0.0282,0.097,2.99,0.41,65.4,30.2,4.62,0.41,3.82,0.71,3.15,0,0,29.23,4.21,0.599999999999998,0,35.2,0,1,0,0,3,0,0,0,0,0,1,0,0.321428571428571,0.333333333333333,3,3
2018-09-15,"Newcastle","Arsenal",1,2,"A",4,12,2,2,13,11,10,4,0,0,0,0,26.6,24,0.826,"52338","51121",0.976747296,26.4,28,0.94,2018,"Barclays Premier League",67.42,80.31,0.2583,0.4982,0.2435,1.3,1.88,25.7,55.5,0.47,1.05,0.94,1.4,1.05,2.1,0,-12.89,-0.58,0.200000000000003,0,-29.8,0,0,1,0,0,3,0,0,0,0,0,1,0.5,0.166666666666667,-1,-3
2018-09-15,"Tottenham","Liverpool",1,2,"A",11,17,3,10,17,16,5,4,0,0,0,0,26.6,28,0.679,"62062","54216",0.873578035,26.2,23,0.777,2018,"Barclays Premier League",85.53,89.88,0.3621,0.3835,0.2544,1.56,1.61,57.5,71.6,0.97,2.71,1.06,1.16,1.05,2.1,0,-4.34999999999999,-1.74,0.400000000000002,0,-14.1,0,0,1,0,0,3,0,0,0,0,0,1,0.272727272727273,0.588235294117647,-1,-3
2018-09-15,"Watford","Man United",1,2,"A",14,9,5,6,9,11,6,8,2,1,0,1,27.9,25,0.755,"21577","20016",0.927654447,26,28,0.662,2018,"Barclays Premier League",69.83,80.97,0.292,0.4378,0.2702,1.22,1.55,26.1,47.3,0.87,1.64,1.83,1.45,1.05,2.1,1,-11.14,-0.77,1.9,-1,-21.2,0,0,1,0,0,3,0.222222222222222,0.222222222222222,0.0909090909090909,0.0909090909090909,0,1,0.357142857142857,0.666666666666667,-1,-3
2018-09-16,"Everton","West Ham",1,3,"A",16,9,4,4,15,12,4,2,2,5,0,0,25.5,23,0.633,"39,571","39043",0.986656895,27.7,26,0.747,2018,"Barclays Premier League",66.55,62.8,0.4701,0.2623,0.2676,1.61,1.14,23.6,37.1,1.69,1.28,1.33,1.16,1.05,3.15,-3,3.75,0.41,-2.2,0,-13.5,0,0,1,0,0,3,0.133333333333333,0.133333333333333,0.416666666666667,0,0,1,0.25,0.444444444444444,-2,-3
2018-09-16,"Wolves","Burnley",1,0,"H",30,7,7,2,10,9,8,2,2,4,0,0,25.4,21,0.808,"32050","31025",0.968018721,27.9,23,0.298,2018,"Barclays Premier League",64.52,61.86,0.4538,0.2567,0.2895,1.41,0.99,32.4,40,3.23,0.25,1.84,0.73,1.05,0,-2,2.66,2.98,-2.5,0,-7.6,0,1,0,0,3,0,0.2,0.2,0.444444444444444,0,1,0,0.233333333333333,0.285714285714286,1,3
2018-09-17,"Southampton","Brighton",2,2,"D",14,12,5,4,10,13,1,4,2,3,0,0,25.4,30,0.554,"32384","30139",0.930675642,27.2,21,0.707,2018,"Barclays Premier League",68,63.56,0.4805,0.2395,0.28,1.5,0.98,25.2,30.3,2.27,2.15,1.41,1.52,2.1,2.1,-1,4.44,0.12,-1.8,0,-5.1,0,0,0,1,1,1,0.2,0.2,0.230769230769231,0,0.5,0.5,0.357142857142857,0.333333333333333,0,0
2018-09-22,"Brighton","Tottenham",1,2,"A",8,16,4,7,15,9,5,7,2,1,0,0,27.2,21,0.707,"30,666","30426",0.992173743,26.6,28,0.679,2018,"Barclays Premier League",63.96,84.48,0.1931,0.5758,0.2311,1.07,2,26.2,58.8,0.8,2.06,0.75,1.25,1.05,1.94,1,-20.52,-1.26,0.599999999999998,0,-32.6,0,0,1,0,0,3,0.133333333333333,0.133333333333333,0.111111111111111,0,0,1,0.5,0.4375,-1,-3
2018-09-22,"Burnley","Bournemouth",4,0,"H",12,19,5,5,17,6,3,8,2,0,0,0,27.9,23,0.298,"21994","20534",0.93361826,26.2,28,0.522,2018,"Barclays Premier League",60.33,65.65,0.3985,0.3309,0.2706,1.49,1.34,43.2,15.8,2.32,1.06,1.56,2,3.39,0,2,-5.32000000000001,1.26,1.7,0,27.4,0,1,0,0,3,0,0.117647058823529,0.117647058823529,0,0,1,0,0.416666666666667,0.263157894736842,4,3
2018-09-22,"Cardiff","Man City",0,5,"A",2,21,2,10,6,4,1,9,1,1,0,0,27.3,25,0.657,"33280","31408",0.94375,26.4,21,0.778,2018,"Barclays Premier League",59.83,92.29,0.0886,0.7432,0.1682,0.74,2.48,40.5,66.2,0.14,3.32,0.36,3.26,0,4.77,0,-32.46,-3.18,0.900000000000002,0,-25.7,0,0,1,0,0,3,0.166666666666667,0.166666666666667,0.25,0,0,1,1,0.476190476190476,-5,-3
2018-09-22,"Crystal Palace","Newcastle",0,0,"D",16,6,4,3,8,11,9,5,1,1,0,0,27.2,26,0.705,"26047","25455",0.977271855,26.6,24,0.826,2018,"Barclays Premier League",68.03,67.19,0.4498,0.2665,0.2837,1.45,1.05,20.6,29.5,0.97,0.29,1.28,0.52,0,0,0,0.840000000000003,0.68,0.599999999999998,0,-8.9,0,0,0,1,1,1,0.125,0.125,0.0909090909090909,0,0.5,0.5,0.25,0.5,0,0
2018-09-22,"Fulham","Watford",1,1,"D",15,11,3,6,11,9,8,8,2,1,0,0,25.8,28,0.76,"19,000","24371",1.282684211,27.9,25,0.755,2018,"Barclays Premier League",61.89,69.59,0.3858,0.3389,0.2753,1.43,1.32,34.1,15.8,1.53,1.58,1.85,1.24,1.05,1.05,1,-7.7,-0.05,-2.1,0,18.3,0,0,0,1,1,1,0.181818181818182,0.181818181818182,0.111111111111111,0,0.5,0.5,0.2,0.545454545454545,0,0
2018-09-22,"Leicester","Huddersfield",3,1,"H",18,9,8,2,10,16,3,1,2,1,0,0,25.9,25,0.547,"32273","31851",0.986924054,25.9,31,0.794,2018,"Barclays Premier League",70.9,58.85,0.5592,0.1723,0.2685,1.6,0.76,17,40.8,1.76,0.67,1.26,0.96,3.02,1.05,1,12.05,1.09,0,0,-23.8,0,1,0,0,3,0,0.2,0.2,0.0625,0,1,0,0.444444444444444,0.222222222222222,2,3
2018-09-22,"Liverpool","Southampton",3,0,"H",12,7,4,1,7,10,5,4,0,2,0,0,26.2,23,0.777,"54,074","52983",0.979823945,25.4,30,0.554,2018,"Barclays Premier League",90.63,67.03,0.8346,0.0408,0.1246,2.69,0.45,67.1,18.7,1.68,0.38,2.21,0.68,3.15,0,-2,23.6,1.3,0.800000000000001,0,48.4,0,1,0,0,3,0,0,0,0.2,0,1,0,0.333333333333333,0.142857142857143,3,3
2018-09-22,"Man United","Wolves",1,1,"D",15,11,6,8,5,17,5,4,1,1,0,0,26,28,0.662,"74879","74498",0.994911791,25.4,21,0.808,2018,"Barclays Premier League",82,66.04,0.6779,0.1107,0.2115,2.03,0.68,55.5,15.9,0.59,1.19,2.38,1.24,1.05,1.05,0,15.96,-0.6,0.600000000000001,0,39.6,0,0,0,1,1,1,0.2,0.2,0.0588235294117647,0,0.5,0.5,0.4,0.727272727272727,0,0
2018-09-23,"Arsenal","Everton",2,0,"H",9,9,5,6,17,12,5,9,2,1,0,0,26.4,28,0.94,"60704","59899",0.98673893,25.5,23,0.633,2018,"Barclays Premier League",80.83,65.31,0.6784,0.1336,0.188,2.44,1,53.3,24.1,0.92,1,1.98,0.75,2.1,0,1,15.52,-0.08,0.899999999999999,0,29.2,0,1,0,0,3,0,0.117647058823529,0.117647058823529,0.0833333333333333,0,1,0,0.555555555555556,0.666666666666667,2,3
2018-09-23,"West Ham","Chelsea",0,0,"D",6,17,1,6,11,9,1,8,2,1,0,0,27.7,26,0.747,"60000","58336",0.972266667,27.1,24,0.93,2018,"Barclays Premier League",63.86,86.27,0.1801,0.5973,0.2226,1.06,2.09,26.6,52.8,0.84,1.73,0.49,2.37,0,0,1,-22.41,-0.89,0.599999999999998,0,-26.2,0,0,0,1,1,1,0.181818181818182,0.181818181818182,0.111111111111111,0,0.5,0.5,0.166666666666667,0.352941176470588,0,0
2018-09-29,"Arsenal","Watford",2,0,"H",9,13,2,4,11,17,6,6,2,2,0,0,26.4,28,0.94,"60704","59899",0.98673893,27.9,25,0.755,2018,"Barclays Premier League",80.92,69.42,0.6463,0.1488,0.205,2.25,0.98,68.3,24.7,1.7,2.31,1.61,1.37,1.76,0,0,11.5,-0.61,-1.5,0,43.6,0,1,0,0,3,0,0.181818181818182,0.181818181818182,0.117647058823529,0,1,0,0.222222222222222,0.307692307692308,2,3
2018-09-29,"Chelsea","Liverpool",1,1,"D",10,13,4,6,7,9,4,4,0,2,0,0,27.1,24,0.93,"40853","40441",0.989915061,26.2,23,0.777,2018,"Barclays Premier League",86.65,90.83,0.3488,0.3906,0.2606,1.47,1.57,52.8,77.8,1.75,2.09,1.17,2.76,1.05,1.05,-2,-4.17999999999999,-0.34,0.900000000000002,0,-25,0,0,0,1,1,1,0,0,0.222222222222222,0,0.5,0.5,0.4,0.461538461538462,0,0
2018-09-29,"Everton","Fulham",3,0,"H",19,6,6,0,13,13,12,1,0,3,0,0,25.5,23,0.633,"39,571","39043",0.986656895,25.8,28,0.76,2018,"Barclays Premier League",65.5,62.06,0.4716,0.2634,0.265,1.63,1.16,33.1,37.2,2.34,0.55,1.09,0.95,2.66,0,-3,3.44,1.79,-0.300000000000001,0,-4.1,0,1,0,0,3,0,0,0,0.230769230769231,0,1,0,0.315789473684211,0,3,3
2018-09-29,"Huddersfield","Tottenham",0,2,"A",9,10,5,6,17,16,3,0,2,2,0,0,25.9,31,0.794,"24500","23340",0.952653061,26.6,28,0.679,2018,"Barclays Premier League",58.58,84.67,0.155,0.6133,0.2318,0.85,1.93,46.1,61.6,0.43,2.17,0.78,0.62,0,2.1,0,-26.09,-1.74,-0.700000000000003,0,-15.5,0,0,1,0,0,3,0.117647058823529,0.117647058823529,0.125,0,0,1,0.555555555555556,0.6,-2,-3
2018-09-29,"Man City","Brighton",2,0,"H",28,4,8,1,4,10,10,3,0,3,0,0,26.4,21,0.778,"55017","54130",0.983877711,27.2,21,0.707,2018,"Barclays Premier League",93.2,63.83,0.8899,0.0212,0.0889,2.99,0.32,65.2,21,3.06,0.33,4.48,0.42,2.1,0,-3,29.37,2.73,-0.800000000000001,0,44.2,0,1,0,0,3,0,0,0,0.3,0,1,0,0.285714285714286,0.25,2,3
2018-09-29,"Newcastle","Leicester",0,2,"A",6,12,1,5,11,5,5,9,0,0,0,0,26.6,24,0.826,"52338","51121",0.976747296,25.9,25,0.547,2018,"Barclays Premier League",67.41,70.92,0.405,0.3036,0.2913,1.34,1.12,31,12.4,0.45,1.54,0.56,1.11,0,2.05,0,-3.51000000000001,-1.09,0.700000000000003,0,18.6,0,0,1,0,0,3,0,0,0,0,0,1,0.166666666666667,0.416666666666667,-2,-3
2018-09-29,"West Ham","Man United",3,1,"H",8,9,3,4,12,12,4,9,0,1,0,0,27.7,26,0.747,"60000","58336",0.972266667,26,28,0.662,2018,"Barclays Premier League",63.69,81.11,0.2436,0.5027,0.2538,1.15,1.76,32.1,44.7,1.35,0.66,1.36,1.19,3.06,1.05,-1,-17.42,0.69,1.7,0,-12.6,0,1,0,0,3,0,0,0,0.0833333333333333,0,1,0,0.375,0.444444444444444,2,3
2018-09-29,"Wolves","Southampton",2,0,"H",14,17,6,6,11,7,8,6,3,1,0,0,25.4,21,0.808,"32050","31025",0.968018721,25.4,30,0.554,2018,"Barclays Premier League",67.15,66.8,0.4313,0.2778,0.2909,1.38,1.05,19,24.7,1.51,0.86,1.52,1.08,1.67,0,2,0.350000000000009,0.65,0,0,-5.7,0,1,0,0,3,0,0.272727272727273,0.272727272727273,0.142857142857143,0,1,0,0.428571428571429,0.352941176470588,2,3
2018-09-30,"Cardiff","Burnley",1,2,"A",19,3,5,2,11,15,10,2,1,3,0,0,27.3,25,0.657,"33280","31408",0.94375,27.9,23,0.298,2018,"Barclays Premier League",57.81,61.71,0.3982,0.3073,0.2946,1.31,1.11,49.9,44.2,1.65,0.18,2.64,0.78,1.05,2.1,-2,-3.9,1.47,-0.599999999999998,0,5.7,0,0,1,0,0,3,0.0909090909090909,0.0909090909090909,0.2,0,0,1,0.263157894736842,0.666666666666667,-1,-3
2018-10-01,"Bournemouth","Crystal Palace",2,1,"H",11,10,5,2,9,12,3,3,3,4,0,0,26.2,28,0.522,"11329","10532",0.929649572,27.2,26,0.705,2018,"Barclays Premier League",63.97,68.41,0.4151,0.3194,0.2656,1.56,1.34,21,17.1,1.97,0.42,1.29,1.62,2.1,1.05,-1,-4.44,1.55,-1,0,3.9,0,1,0,0,3,0,0.333333333333333,0.333333333333333,0.333333333333333,0,1,0,0.454545454545455,0.2,1,3
2018-10-05,"Brighton","West Ham",1,0,"H",9,17,4,4,12,8,2,9,3,2,0,0,27.2,21,0.707,"30,666","30426",0.992173743,27.7,26,0.747,2018,"Barclays Premier League",63.15,65.3,0.4251,0.2967,0.2782,1.47,1.18,34.9,25.7,1.05,1.48,0.97,2.35,1.05,0,1,-2.15,-0.43,-0.5,0,9.2,0,1,0,0,3,0,0.25,0.25,0.25,0,1,0,0.444444444444444,0.235294117647059,1,3
2018-10-06,"Burnley","Huddersfield",1,1,"D",6,19,3,2,8,11,1,10,2,2,0,0,27.9,23,0.298,"21994","20534",0.93361826,25.9,31,0.794,2018,"Barclays Premier League",60.87,58.22,0.4782,0.2259,0.2959,1.39,0.86,47.3,48.2,0.49,1.07,0.79,1.15,1.05,1.05,0,2.65,-0.58,2,0,-0.900000000000006,0,0,0,1,1,1,0.25,0.25,0.181818181818182,0,0.5,0.5,0.5,0.105263157894737,0,0
2018-10-06,"Crystal Palace","Wolves",0,1,"A",11,7,4,2,11,13,6,3,3,4,0,0,27.2,26,0.705,"26047","25455",0.977271855,25.4,21,0.808,2018,"Barclays Premier League",67.86,67.85,0.4564,0.2559,0.2876,1.43,1,22.4,9.5,1.23,0.75,1.79,0.52,0,1.05,-1,0.0100000000000051,0.48,1.8,0,12.9,0,0,1,0,0,3,0.272727272727273,0.272727272727273,0.307692307692308,0,0,1,0.363636363636364,0.285714285714286,-1,-3
2018-10-06,"Leicester","Everton",1,2,"A",8,17,2,8,10,11,2,10,2,1,1,0,25.9,25,0.547,"32273","31851",0.986924054,25.5,23,0.633,2018,"Barclays Premier League",72.61,66.7,0.5103,0.2263,0.2634,1.66,1.02,20.2,20,1.17,1.24,0.96,1.35,1.05,1.89,1,5.91,-0.0700000000000001,0.399999999999999,1,0.199999999999999,0,0,1,0,0,3,0.2,0.2,0.0909090909090909,0,0,1,0.25,0.470588235294118,-1,-3
2018-10-06,"Man United","Newcastle",3,2,"H",18,13,10,8,16,8,10,6,2,2,0,0,26,28,0.662,"74879","74498",0.994911791,26.6,24,0.826,2018,"Barclays Premier League",79.78,65.93,0.6156,0.1427,0.2417,1.81,0.73,34.2,34.4,2.63,1.65,3.47,1.38,3.15,2.1,0,13.85,0.98,-0.600000000000001,0,-0.199999999999996,0,1,0,0,3,0,0.125,0.125,0.25,0,1,0,0.555555555555556,0.615384615384615,1,3
2018-10-06,"Tottenham","Cardiff",1,0,"H",19,8,7,6,7,11,6,2,2,1,0,1,26.6,28,0.679,"62062","54216",0.873578035,27.3,25,0.657,2018,"Barclays Premier League",84.5,58.45,0.8024,0.0507,0.1469,2.46,0.46,63.4,47.6,2.18,1.32,2.25,0.51,1.05,0,1,26.05,0.86,-0.699999999999999,-1,15.8,0,1,0,0,3,0,0.285714285714286,0.285714285714286,0.0909090909090909,0.0909090909090909,1,0,0.368421052631579,0.75,1,3
2018-10-06,"Watford","Bournemouth",0,4,"A",14,10,2,7,11,9,10,7,3,1,1,0,27.9,25,0.755,"21577","20016",0.927654447,26.2,28,0.522,2018,"Barclays Premier League",70.01,64.58,0.4912,0.2519,0.2569,1.72,1.17,12.7,13.2,1.18,3.5,1.15,1.46,0,3.57,2,5.43000000000001,-2.32,1.7,1,-0.5,0,0,1,0,0,3,0.272727272727273,0.272727272727273,0.111111111111111,0,0,1,0.142857142857143,0.7,-4,-3
2018-10-07,"Fulham","Arsenal",1,5,"A",21,9,4,7,11,12,4,2,2,0,0,0,25.8,28,0.76,"19,000","24371",1.282684211,26.4,28,0.94,2018,"Barclays Premier League",60.93,80.9,0.2131,0.5684,0.2185,1.29,2.2,36.4,55.4,1.47,1.29,0.96,1.31,1.05,4.5,2,-19.97,0.18,-0.599999999999998,0,-19,0,0,1,0,0,3,0.181818181818182,0.181818181818182,0,0,0,1,0.19047619047619,0.777777777777778,-4,-3
2018-10-07,"Liverpool","Man City",0,0,"D",7,6,2,2,10,10,2,6,1,3,0,0,26.2,23,0.777,"54,074","52983",0.979823945,26.4,21,0.778,2018,"Barclays Premier League",90.64,93.72,0.3758,0.3658,0.2583,1.55,1.53,100,100,0.42,1.05,0.81,0.62,0,0,-2,-3.08,-0.63,-0.199999999999999,0,0,0,0,0,1,1,1,0.1,0.1,0.3,0,0.5,0.5,0.285714285714286,0.333333333333333,0,0
2018-10-07,"Southampton","Chelsea",0,3,"A",15,21,6,6,13,11,4,12,6,0,0,0,25.4,30,0.554,"32384","30139",0.930675642,27.1,24,0.93,2018,"Barclays Premier League",66.17,85.84,0.1972,0.5615,0.2413,1.02,1.88,28.5,57.4,1.72,3.47,0.59,2.53,0,2.63,6,-19.67,-1.75,-1.7,0,-28.9,0,0,1,0,0,3,0.461538461538462,0.461538461538462,0,0,0,1,0.4,0.285714285714286,-3,-3
2018-10-20,"Bournemouth","Southampton",0,0,"D",10,8,2,4,10,14,6,4,1,2,0,0,26.2,28,0.522,"11329","10532",0.929649572,25.4,30,0.554,2018,"Barclays Premier League",67.28,64.81,0.4675,0.2741,0.2585,1.69,1.24,10.4,34.4,1.16,0.74,1.01,0.91,0,0,-1,2.47,0.42,0.800000000000001,0,-24,0,0,0,1,1,1,0.1,0.1,0.142857142857143,0,0.5,0.5,0.2,0.5,0,0
2018-10-20,"Cardiff","Fulham",4,2,"H",22,9,5,4,15,16,4,4,3,3,0,0,27.3,25,0.657,"33280","31408",0.94375,25.8,28,0.76,2018,"Barclays Premier League",58.96,60.57,0.4154,0.3016,0.2831,1.41,1.17,50.8,45.7,1.93,0.95,2.03,1.27,3.76,2.1,0,-1.61,0.98,1.5,0,5.09999999999999,0,1,0,0,3,0,0.2,0.2,0.1875,0,1,0,0.227272727272727,0.444444444444444,2,3
2018-10-20,"Chelsea","Man United",2,2,"D",21,7,6,4,9,17,5,3,2,5,0,0,27.1,24,0.93,"40853","40441",0.989915061,26,28,0.662,2018,"Barclays Premier League",86.66,79.39,0.564,0.2033,0.2327,1.99,1.12,59,50.2,2.43,0.89,1.83,1.19,2.1,2.1,-3,7.27,1.54,1.1,0,8.8,0,0,0,1,1,1,0.222222222222222,0.222222222222222,0.294117647058824,0,0.5,0.5,0.285714285714286,0.571428571428571,0,0
2018-10-20,"Huddersfield","Liverpool",0,1,"A",13,11,1,2,9,6,2,4,0,2,0,0,25.9,31,0.794,"24500","23340",0.952653061,26.2,23,0.777,2018,"Barclays Premier League",59.37,90.56,0.1054,0.6881,0.2065,0.66,2.07,50.7,67.1,0.87,0.77,1.07,2.02,0,1.05,-2,-31.19,0.1,-0.300000000000001,0,-16.4,0,0,1,0,0,3,0,0,0.333333333333333,0,0,1,0.0769230769230769,0.181818181818182,-1,-3
2018-10-20,"Man City","Burnley",5,0,"H",24,5,10,0,11,5,10,1,2,2,0,0,26.4,21,0.778,"55017","54130",0.983877711,27.9,23,0.298,2018,"Barclays Premier League",93.78,59.88,0.9113,0.0132,0.0755,3.05,0.23,74.9,44.8,5.25,0.34,2.95,0.61,4.41,0,0,33.9,4.91,-1.5,0,30.1,0,1,0,0,3,0,0.181818181818182,0.181818181818182,0.4,0,1,0,0.416666666666667,0,5,3
2018-10-20,"Newcastle","Brighton",0,1,"A",27,8,6,2,13,17,10,2,0,2,0,0,26.6,24,0.826,"52338","51121",0.976747296,27.2,21,0.707,2018,"Barclays Premier League",65.6,62.64,0.4764,0.2391,0.2846,1.47,0.96,44,29.9,1.93,0.63,2.15,0.9,0,1.05,-2,2.95999999999999,1.3,-0.599999999999998,0,14.1,0,0,1,0,0,3,0,0,0.117647058823529,0,0,1,0.222222222222222,0.25,-1,-3
2018-10-20,"West Ham","Tottenham",0,1,"A",13,10,4,2,8,10,10,6,3,0,0,0,27.7,26,0.747,"60000","58336",0.972266667,26.6,28,0.679,2018,"Barclays Premier League",65.96,84.23,0.2062,0.5534,0.2404,1.08,1.9,20.4,63.4,0.78,1.22,2.02,0.84,0,1.05,3,-18.27,-0.44,1.1,0,-43,0,0,1,0,0,3,0.375,0.375,0,0,0,1,0.307692307692308,0.2,-1,-3
2018-10-20,"Wolves","Watford",0,2,"A",10,9,1,3,23,13,8,2,3,1,0,0,25.4,21,0.808,"32050","31025",0.968018721,27.9,25,0.755,2018,"Barclays Premier League",68.16,67.18,0.4383,0.2713,0.2904,1.39,1.03,9,10.6,0.53,1.06,1.66,0.84,0,2.1,2,0.97999999999999,-0.53,-2.5,0,-1.6,0,0,1,0,0,3,0.130434782608696,0.130434782608696,0.0769230769230769,0,0,1,0.1,0.333333333333333,-2,-3
2018-10-21,"Everton","Crystal Palace",2,0,"H",20,7,4,3,13,17,10,5,2,1,0,0,25.5,23,0.633,"39,571","39043",0.986656895,27.2,26,0.705,2018,"Barclays Premier League",67.88,67.82,0.4332,0.2845,0.2824,1.44,1.12,14.6,26.4,1.61,1.1,1.81,0.8,1.62,0,1,0.0600000000000023,0.51,-1.7,0,-11.8,0,1,0,0,3,0,0.153846153846154,0.153846153846154,0.0588235294117647,0,1,0,0.2,0.428571428571429,2,3
2018-10-22,"Arsenal","Leicester",3,1,"H",19,8,6,2,10,10,6,4,2,2,0,0,26.4,28,0.94,"60704","59899",0.98673893,25.9,25,0.547,2018,"Barclays Premier League",81.19,71.52,0.6268,0.1638,0.2094,2.23,1.05,61.7,15.1,2.91,0.98,2.21,0.75,3.15,1.05,0,9.67,1.93,0.5,0,46.6,0,1,0,0,3,0,0.2,0.2,0.2,0,1,0,0.315789473684211,0.25,2,3
