"Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","avg_age_home","players_used_home","foreigners_home","stadium_size","avg_attendance","occupancy","avg_age_away","players_used_away","foreigners_away","season","league","spi1","spi2","prob1","prob2","probtie","proj_score1","proj_score2","importance1","importance2","xg1","xg2","nsxg1","nsxg2","adj_score1","adj_score2","yel_card_spread","rating_diff","xg_diff","age_diff","red_card_spread","importance_diff","covid","home_win","away_win","draw","home_points","away_points","yel_card_ratio_home","red_card_ratio_home","yel_card_ratio_away","red_card_ratio_away","home_points_percentage_total","away_points_percentage_total","shots_ratio_home","shots_ratio_away","goal_diff","diff_point"
2019-02-23,"Leicester","Crystal Palace",1,4,"A",27,7,5,5,7,14,8,3,2,1,0,0,25.9,25,0.547,"32273","31851",0.986924054,27.2,26,0.705,2018,"Barclays Premier League",73.29,71.9,0.4509,0.2655,0.2837,1.45,1.05,0.5,8.4,1.06,1.9,1.96,0.61,1.05,3.39,1,1.39,-0.84,-1.3,0,-7.9,0,0,1,0,0,3,0.285714285714286,0.285714285714286,0.0714285714285714,0,0,1,0.185185185185185,0.714285714285714,-3,-3
2019-02-23,"Newcastle","Huddersfield",2,0,"H",29,3,12,1,11,7,12,0,2,0,0,1,26.6,24,0.826,"52338","51121",0.976747296,25.9,31,0.794,2018,"Barclays Premier League",64.77,56.57,0.5534,0.1558,0.2907,1.44,0.62,32.7,2.8,2.91,0.2,2.87,0.51,1.68,0,2,8.2,2.71,0.700000000000003,-1,29.9,0,1,0,0,3,0,0.181818181818182,0.181818181818182,0,0.142857142857143,1,0,0.413793103448276,0.333333333333333,2,3
2019-02-24,"Arsenal","Southampton",2,0,"H",12,10,4,4,7,14,6,4,0,0,0,0,26.4,28,0.94,"60704","59899",0.98673893,25.4,30,0.554,2018,"Barclays Premier League",79.42,65.55,0.6515,0.1404,0.2081,2.18,0.9,67,32.4,2.42,0.81,2.51,0.75,2.1,0,0,13.87,1.61,1,0,34.6,0,1,0,0,3,0,0,0,0,0,1,0,0.333333333333333,0.4,2,3
2019-02-24,"Man United","Liverpool",0,0,"D",6,7,3,1,15,17,3,7,1,3,0,0,26,28,0.662,"74879","74498",0.994911791,26.2,23,0.777,2018,"Barclays Premier League",78.92,92.14,0.227,0.5399,0.2331,1.24,2.01,70.2,100,0.47,0.41,0.83,1.76,0,0,-2,-13.22,0.06,-0.199999999999999,0,-29.8,0,0,0,1,1,1,0.0666666666666667,0.0666666666666667,0.176470588235294,0,0.5,0.5,0.5,0.142857142857143,0,0
2019-02-26,"Cardiff","Everton",0,3,"A",6,12,0,4,12,12,3,4,3,1,0,0,27.3,25,0.657,"33280","31408",0.94375,25.5,23,0.633,2018,"Barclays Premier League",57.08,69.2,0.3704,0.3417,0.2878,1.3,1.24,62.1,2.2,0.33,1.17,1.31,1.08,0,2.63,2,-12.12,-0.84,1.8,0,59.9,0,0,1,0,0,3,0.25,0.25,0.0833333333333333,0,0,1,0,0.333333333333333,-3,-3
2019-02-26,"Huddersfield","Wolves",1,0,"H",15,7,3,0,10,10,3,5,2,2,0,0,25.9,31,0.794,"24500","23340",0.952653061,25.4,21,0.808,2018,"Barclays Premier League",54.41,71.16,0.2863,0.4084,0.3053,1,1.26,0.6,0.2,1.59,0.55,1.01,0.92,1.05,0,0,-16.75,1.04,0.5,0,0.4,0,1,0,0,3,0,0.2,0.2,0.2,0,1,0,0.2,0,1,3
2019-02-26,"Leicester","Brighton",2,1,"H",19,15,3,3,6,4,4,8,1,1,0,0,25.9,25,0.547,"32273","31851",0.986924054,27.2,21,0.707,2018,"Barclays Premier League",72.03,61.41,0.5365,0.2021,0.2615,1.68,0.93,1.2,26.2,1.69,1.34,1.96,1.12,2.1,1.05,0,10.62,0.35,-1.3,0,-25,0,1,0,0,3,0,0.166666666666667,0.166666666666667,0.25,0,1,0,0.157894736842105,0.2,1,3
2019-02-26,"Newcastle","Burnley",2,0,"H",12,12,3,2,8,8,4,7,1,3,0,0,26.6,24,0.826,"52338","51121",0.976747296,27.9,23,0.298,2018,"Barclays Premier League",66.58,63.34,0.4658,0.2528,0.2815,1.48,1.02,19,16,0.75,1.76,0.77,1.54,2.1,0,-2,3.23999999999999,-1.01,-1.3,0,3,0,1,0,0,3,0,0.125,0.125,0.375,0,1,0,0.25,0.166666666666667,2,3
2019-02-27,"Arsenal","Bournemouth",5,1,"H",16,13,6,5,11,9,9,4,2,2,0,0,26.4,28,0.94,"60704","59899",0.98673893,26.2,28,0.522,2018,"Barclays Premier League",80.07,65.96,0.6811,0.1304,0.1885,2.42,0.97,76.6,0.5,2.04,1.09,2.16,1.46,5.06,1.05,0,14.11,0.95,0.199999999999999,0,76.1,0,1,0,0,3,0,0.181818181818182,0.181818181818182,0.222222222222222,0,1,0,0.375,0.384615384615385,4,3
2019-02-27,"Chelsea","Tottenham",2,0,"H",11,9,1,0,7,14,2,2,1,1,0,0,27.1,24,0.93,"40853","40441",0.989915061,26.6,28,0.679,2018,"Barclays Premier League",83.83,84.39,0.4789,0.2671,0.254,1.75,1.25,90.1,40.4,0.56,0.83,1.01,1.15,1.74,0,0,-0.560000000000002,-0.27,0.5,0,49.7,0,1,0,0,3,0,0.142857142857143,0.142857142857143,0.0714285714285714,0,1,0,0.0909090909090909,0,2,3
2019-02-27,"Crystal Palace","Man United",1,3,"A",17,13,2,4,8,9,5,6,2,3,0,0,27.2,26,0.705,"26047","25455",0.977271855,26,28,0.662,2018,"Barclays Premier League",72.87,79.02,0.3177,0.4111,0.2712,1.29,1.5,2.3,56.2,1.73,1.63,1.81,1.86,1.05,2.81,-1,-6.14999999999999,0.1,1.2,0,-53.9,0,0,1,0,0,3,0.25,0.25,0.333333333333333,0,0,1,0.117647058823529,0.307692307692308,-2,-3
2019-02-27,"Liverpool","Watford",5,0,"H",19,5,10,3,5,7,6,4,0,2,0,0,26.2,23,0.777,"54,074","52983",0.979823945,27.9,25,0.755,2018,"Barclays Premier League",92.29,70.51,0.8573,0.0308,0.1119,2.75,0.37,100,0,2.89,0.66,2.63,0.53,4.7,0,-2,21.78,2.23,-1.7,0,100,0,1,0,0,3,0,0,0,0.285714285714286,0,1,0,0.526315789473684,0.6,5,3
2019-02-27,"Man City","West Ham",1,0,"H",20,2,7,1,2,6,12,2,0,2,0,0,26.4,21,0.778,"55017","54130",0.983877711,27.7,26,0.747,2018,"Barclays Premier League",93.65,66.76,0.9077,0.0186,0.0737,3.29,0.36,100,0.1,3.7,0.49,3.3,0.48,1.05,0,-2,26.89,3.21,-1.3,0,99.9,0,1,0,0,3,0,0,0,0.333333333333333,0,1,0,0.35,0.5,1,3
2019-02-27,"Southampton","Fulham",2,0,"H",14,14,4,4,15,13,7,4,0,1,0,0,25.4,30,0.554,"32384","30139",0.930675642,25.8,28,0.76,2018,"Barclays Premier League",64.86,57.1,0.5383,0.2115,0.2502,1.8,1.04,50.7,26.7,1.17,0.93,1.07,0.8,2.1,0,-1,7.76,0.24,-0.400000000000002,0,24,0,1,0,0,3,0,0,0,0.0769230769230769,0,1,0,0.285714285714286,0.285714285714286,2,3
2019-03-02,"Bournemouth","Man City",0,1,"A",0,23,0,7,7,7,0,14,1,2,0,0,26.2,28,0.522,"11329","10532",0.929649572,26.4,21,0.778,2018,"Barclays Premier League",65.28,93.79,0.0741,0.7952,0.1307,0.88,3.06,0.4,100,0,1.66,0.22,2.36,0,1.05,-1,-28.51,-1.66,-0.199999999999999,0,-99.6,0,0,1,0,0,3,0.142857142857143,0.142857142857143,0.285714285714286,0,0,1,NA,0.304347826086957,-1,-3
2019-03-02,"Brighton","Huddersfield",1,0,"H",13,6,4,4,11,6,6,3,2,2,0,0,27.2,21,0.707,"30,666","30426",0.992173743,25.9,31,0.794,2018,"Barclays Premier League",61.48,55.83,0.5425,0.1741,0.2835,1.49,0.71,35.6,2.3,1.06,0.22,1.57,0.28,1.05,0,0,5.65,0.84,1.3,0,33.3,0,1,0,0,3,0,0.181818181818182,0.181818181818182,0.333333333333333,0,1,0,0.307692307692308,0.666666666666667,1,3
2019-03-02,"Burnley","Crystal Palace",1,3,"A",18,10,4,4,9,9,8,5,1,2,0,0,27.9,23,0.298,"21994","20534",0.93361826,27.2,26,0.705,2018,"Barclays Premier League",63.79,72.27,0.3674,0.3528,0.2798,1.35,1.32,18.2,4,1.95,0.6,2.19,1.1,1.05,3.01,-1,-8.48,1.35,0.699999999999999,0,14.2,0,0,1,0,0,3,0.111111111111111,0.111111111111111,0.222222222222222,0,0,1,0.222222222222222,0.4,-2,-3
2019-03-02,"Man United","Southampton",3,2,"H",16,6,6,3,7,10,9,7,2,1,0,0,26,28,0.662,"74879","74498",0.994911791,25.4,30,0.554,2018,"Barclays Premier League",79.37,65.31,0.6604,0.1291,0.2105,2.11,0.81,68.3,21,2.71,0.59,1.66,0.92,3.15,2.1,1,14.06,2.12,0.600000000000001,0,47.3,0,1,0,0,3,0,0.285714285714286,0.285714285714286,0.1,0,1,0,0.375,0.5,1,3
2019-03-02,"Tottenham","Arsenal",1,1,"D",10,9,3,4,15,14,3,4,3,2,0,1,26.6,28,0.679,"62062","54216",0.873578035,26.4,28,0.94,2018,"Barclays Premier League",84.4,80.44,0.4886,0.2667,0.2448,1.86,1.32,83.5,100,1.65,3.22,1.33,1.36,1.05,1.05,1,3.96000000000001,-1.57,0.200000000000003,-1,-16.5,0,0,0,1,1,1,0.2,0.2,0.142857142857143,0.0714285714285714,0.5,0.5,0.3,0.444444444444444,0,0
2019-03-02,"West Ham","Newcastle",2,0,"H",10,17,4,2,8,14,1,6,3,4,0,0,27.7,26,0.747,"60000","58336",0.972266667,26.6,24,0.826,2018,"Barclays Premier League",66.58,66.24,0.4516,0.2651,0.2832,1.46,1.05,0,3.5,2.13,1.18,1.07,1.55,2.1,0,-1,0.340000000000003,0.95,1.1,0,-3.5,0,1,0,0,3,0,0.375,0.375,0.285714285714286,0,1,0,0.4,0.117647058823529,2,3
2019-03-02,"Wolves","Cardiff",2,0,"H",13,12,6,4,11,6,7,8,1,2,0,0,25.4,21,0.808,"32050","31025",0.968018721,27.3,25,0.657,2018,"Barclays Premier League",70.01,56.02,0.5352,0.1965,0.2683,1.61,0.87,0,53,3.48,0.92,1.78,1.66,2.1,0,-1,13.99,2.56,-1.9,0,-53,0,1,0,0,3,0,0.0909090909090909,0.0909090909090909,0.333333333333333,0,1,0,0.461538461538462,0.333333333333333,2,3
2019-03-03,"Everton","Liverpool",0,0,"D",7,10,3,3,12,10,3,7,1,2,0,0,25.5,23,0.633,"39,571","39043",0.986656895,26.2,23,0.777,2018,"Barclays Premier League",70.39,92.77,0.1054,0.6991,0.1955,0.72,2.2,0,100,0.35,1.08,1.13,2.29,0,0,-1,-22.38,-0.73,-0.699999999999999,0,-100,0,0,0,1,1,1,0.0833333333333333,0.0833333333333333,0.2,0,0.5,0.5,0.428571428571429,0.3,0,0
2019-03-03,"Fulham","Chelsea",1,2,"A",12,20,5,7,11,10,5,4,2,1,0,0,25.8,28,0.76,"19,000","24371",1.282684211,27.1,24,0.93,2018,"Barclays Premier League",56.99,84.02,0.1354,0.6604,0.2042,0.89,2.21,12.3,85.6,1.15,1.52,1.06,2.28,1.05,2.1,1,-27.03,-0.37,-1.3,0,-73.3,0,0,1,0,0,3,0.181818181818182,0.181818181818182,0.1,0,0,1,0.416666666666667,0.35,-1,-3
2019-03-03,"Watford","Leicester",2,1,"H",6,14,5,2,15,12,1,5,5,1,0,0,27.9,25,0.755,"21577","20016",0.927654447,25.9,25,0.547,2018,"Barclays Premier League",69.4,71.78,0.3938,0.3365,0.2697,1.49,1.36,0,0,1.51,0.98,1.02,1.36,2.1,1.05,4,-2.38,0.53,2,0,0,0,1,0,0,3,0,0.333333333333333,0.333333333333333,0.0833333333333333,0,1,0,0.833333333333333,0.142857142857143,1,3
2019-03-09,"Cardiff","West Ham",2,0,"H",16,9,7,2,7,12,7,5,2,1,0,0,27.3,25,0.657,"33280","31408",0.94375,27.7,26,0.747,2018,"Barclays Premier League",55.19,67.05,0.3568,0.364,0.2792,1.33,1.35,45.4,0,3.31,0.32,1.45,0.78,2.1,0,1,-11.86,2.99,-0.399999999999999,0,45.4,0,1,0,0,3,0,0.285714285714286,0.285714285714286,0.0833333333333333,0,1,0,0.4375,0.222222222222222,2,3
2019-03-09,"Crystal Palace","Brighton",1,2,"A",15,4,3,3,8,18,8,0,1,5,0,0,27.2,26,0.705,"26047","25455",0.977271855,27.2,21,0.707,2018,"Barclays Premier League",71.91,62.35,0.5392,0.1984,0.2623,1.67,0.91,1.3,11.5,1.65,0.15,1.91,0.69,1.05,2.1,-4,9.56,1.5,0,0,-10.2,0,0,1,0,0,3,0.125,0.125,0.277777777777778,0,0,1,0.2,0.75,-1,-3
2019-03-09,"Huddersfield","Bournemouth",0,2,"A",8,8,1,5,14,9,6,5,3,1,0,0,25.9,31,0.794,"24500","23340",0.952653061,26.2,28,0.522,2018,"Barclays Premier League",55.46,64.85,0.3211,0.3855,0.2934,1.16,1.29,0.7,0.6,0.38,2.01,1.06,1.36,0,2.1,2,-9.38999999999999,-1.63,-0.300000000000001,0,0.1,0,0,1,0,0,3,0.214285714285714,0.214285714285714,0.111111111111111,0,0,1,0.125,0.625,-2,-3
2019-03-09,"Leicester","Fulham",3,1,"H",18,6,8,3,9,13,6,5,0,2,0,0,25.9,25,0.547,"32273","31851",0.986924054,25.8,28,0.76,2018,"Barclays Premier League",71.65,57.16,0.5882,0.1758,0.236,1.92,0.94,0.1,8,2.05,0.21,1.72,0.52,2.75,1.05,-2,14.49,1.84,0.0999999999999979,0,-7.9,0,1,0,0,3,0,0,0,0.153846153846154,0,1,0,0.444444444444444,0.5,2,3
2019-03-09,"Man City","Watford",3,1,"H",19,2,9,1,11,7,9,1,1,1,0,0,26.4,21,0.778,"55017","54130",0.983877711,27.9,25,0.755,2018,"Barclays Premier League",94.15,69.58,0.8961,0.0214,0.0825,3.15,0.36,100,0,3.4,0.42,2.91,0.31,3.15,1.05,0,24.57,2.98,-1.5,0,100,0,1,0,0,3,0,0.0909090909090909,0.0909090909090909,0.142857142857143,0,1,0,0.473684210526316,0.5,2,3
2019-03-09,"Newcastle","Everton",3,2,"H",19,7,7,3,13,10,8,2,3,1,0,0,26.6,24,0.826,"52338","51121",0.976747296,25.5,23,0.633,2018,"Barclays Premier League",65.7,70.6,0.389,0.3091,0.3019,1.25,1.08,6.9,0,2.94,1.03,1.17,0.88,3.15,2.1,2,-4.89999999999999,1.91,1.1,0,6.9,0,1,0,0,3,0,0.230769230769231,0.230769230769231,0.1,0,1,0,0.368421052631579,0.428571428571429,1,3
2019-03-09,"Southampton","Tottenham",2,1,"H",12,16,4,5,16,9,1,10,4,2,0,0,25.4,30,0.554,"32384","30139",0.930675642,26.6,28,0.679,2018,"Barclays Premier League",65.13,83.49,0.2008,0.5558,0.2434,1.03,1.86,22.7,76.5,2.08,1.64,1.04,1.61,2.1,1.05,2,-18.36,0.44,-1.2,0,-53.8,0,1,0,0,3,0,0.25,0.25,0.222222222222222,0,1,0,0.333333333333333,0.3125,1,3
2019-03-10,"Arsenal","Man United",2,0,"H",14,14,3,4,12,18,5,2,2,2,0,0,26.4,28,0.94,"60704","59899",0.98673893,26,28,0.662,2018,"Barclays Premier League",80.73,80.51,0.4557,0.302,0.2423,1.87,1.49,100,100,1.69,2.86,1.32,1.8,2.1,0,0,0.219999999999999,-1.17,0.399999999999999,0,0,0,1,0,0,3,0,0.166666666666667,0.166666666666667,0.111111111111111,0,1,0,0.214285714285714,0.285714285714286,2,3
2019-03-10,"Chelsea","Wolves",1,1,"D",22,2,6,1,8,14,13,0,1,4,0,0,27.1,24,0.93,"40853","40441",0.989915061,25.4,21,0.808,2018,"Barclays Premier League",84.77,70.45,0.7087,0.0944,0.197,2.13,0.63,90.3,0,1.33,0.53,2.31,0.32,1.05,1.05,-3,14.32,0.8,1.7,0,90.3,0,0,0,1,1,1,0.125,0.125,0.285714285714286,0,0.5,0.5,0.272727272727273,0.5,0,0
2019-03-10,"Liverpool","Burnley",4,2,"H",23,3,5,2,4,7,7,3,2,0,0,0,26.2,23,0.777,"54,074","52983",0.979823945,27.9,23,0.298,2018,"Barclays Premier League",92.81,63.93,0.893,0.0174,0.0896,2.88,0.25,100,26.3,3.6,0.62,2.73,0.66,3.68,2.1,2,28.88,2.98,-1.7,0,73.7,0,1,0,0,3,0,0.5,0.5,0,0,1,0,0.217391304347826,0.666666666666667,2,3
2019-03-16,"Bournemouth","Newcastle",2,2,"D",10,12,3,4,9,12,6,6,3,2,0,0,26.2,28,0.522,"11329","10532",0.929649572,26.6,24,0.826,2018,"Barclays Premier League",66.4,66.59,0.4531,0.2774,0.2695,1.57,1.18,0.1,3.1,1.64,1.11,0.72,1.07,2.1,2.1,1,-0.189999999999998,0.53,-0.400000000000002,0,-3,0,0,0,1,1,1,0.333333333333333,0.333333333333333,0.166666666666667,0,0.5,0.5,0.3,0.333333333333333,0,0
2019-03-16,"Burnley","Leicester",1,2,"A",13,9,2,4,9,10,9,3,1,1,0,1,27.9,23,0.298,"21994","20534",0.93361826,25.9,25,0.547,2018,"Barclays Premier League",64.25,72.28,0.3905,0.3383,0.2712,1.47,1.35,32.1,0,1.24,0.78,2.22,0.89,0.84,2.1,0,-8.03,0.46,2,-1,32.1,0,0,1,0,0,3,0.111111111111111,0.111111111111111,0.1,0.1,0,1,0.153846153846154,0.444444444444444,-1,-3
2019-03-16,"West Ham","Huddersfield",4,3,"H",16,15,5,5,7,15,5,8,0,2,0,0,27.7,26,0.747,"60000","58336",0.972266667,25.9,31,0.794,2018,"Barclays Premier League",64.62,54.09,0.4643,0.2408,0.2949,1.38,0.91,0.1,0,2.01,1.6,2.6,0.57,4.2,3.15,-2,10.53,0.41,1.8,0,0.1,0,1,0,0,3,0,0,0,0.133333333333333,0,1,0,0.3125,0.333333333333333,1,3
2019-03-17,"Everton","Chelsea",2,0,"H",15,16,8,5,17,9,3,4,1,2,0,0,25.5,23,0.633,"39,571","39043",0.986656895,27.1,24,0.93,2018,"Barclays Premier League",69.13,86.31,0.1718,0.5926,0.2356,0.92,1.92,0.1,95.9,2.55,1.41,0.89,2.35,2.06,0,-1,-17.18,1.14,-1.6,0,-95.8,0,1,0,0,3,0,0.0588235294117647,0.0588235294117647,0.222222222222222,0,1,0,0.533333333333333,0.3125,2,3
2019-03-17,"Fulham","Liverpool",1,2,"A",7,16,2,6,11,7,1,10,2,1,0,0,25.8,28,0.76,"19,000","24371",1.282684211,26.2,23,0.777,2018,"Barclays Premier League",56.52,93.13,0.0542,0.818,0.1278,0.61,2.83,3.2,88.9,0.9,2.96,0.56,2.55,1.05,2.1,1,-36.61,-2.06,-0.399999999999999,0,-85.7,0,0,1,0,0,3,0.181818181818182,0.181818181818182,0.142857142857143,0,0,1,0.285714285714286,0.375,-1,-3
2019-03-30,"Brighton","Southampton",0,1,"A",14,8,1,2,8,10,6,5,1,2,0,0,27.2,21,0.707,"30,666","30426",0.992173743,25.4,30,0.554,2018,"Barclays Premier League",62.63,66.15,0.3946,0.3198,0.2856,1.36,1.2,10.3,15.4,0.76,0.88,1.44,1.19,0,1.05,-1,-3.52,-0.12,1.8,0,-5.1,0,0,1,0,0,3,0.125,0.125,0.2,0,0,1,0.0714285714285714,0.25,-1,-3
2019-03-30,"Burnley","Wolves",2,0,"H",5,8,1,1,12,10,1,5,1,1,0,0,27.9,23,0.298,"21994","20534",0.93361826,25.4,21,0.808,2018,"Barclays Premier League",64.46,70.66,0.4235,0.3007,0.2758,1.48,1.21,42.8,0,0.72,0.57,0.49,1.11,1.92,0,0,-6.2,0.15,2.5,0,42.8,0,1,0,0,3,0,0.0833333333333333,0.0833333333333333,0.1,0,1,0,0.2,0.125,2,3
2019-03-30,"Crystal Palace","Huddersfield",2,0,"H",19,15,5,5,10,7,5,5,0,0,0,0,27.2,26,0.705,"26047","25455",0.977271855,25.9,31,0.794,2018,"Barclays Premier League",71.66,53.47,0.647,0.1156,0.2374,1.79,0.6,5.8,0,2.9,0.79,1.73,1.28,1.64,0,0,18.19,2.11,1.3,0,5.8,0,1,0,0,3,0,0,0,0,0,1,0,0.263157894736842,0.333333333333333,2,3
2019-03-30,"Fulham","Man City",0,2,"A",5,24,0,7,4,12,0,11,2,0,0,0,25.8,28,0.76,"19,000","24371",1.282684211,26.4,21,0.778,2018,"Barclays Premier League",56.72,94.7,0.0382,0.866,0.0958,0.61,3.28,2.3,100,0.65,2.19,0.59,2.98,0,2.1,2,-37.98,-1.54,-0.599999999999998,0,-97.7,0,0,1,0,0,3,0.5,0.5,0,0,0,1,0,0.291666666666667,-2,-3
2019-03-30,"Leicester","Bournemouth",2,0,"H",18,8,4,2,6,12,6,1,0,2,0,0,25.9,25,0.547,"32273","31851",0.986924054,26.2,28,0.522,2018,"Barclays Premier League",72.13,65.98,0.4374,0.2987,0.2639,1.61,1.29,0,0.1,1.8,0.87,1.69,0.74,1.81,0,-2,6.14999999999999,0.93,-0.300000000000001,0,-0.1,0,1,0,0,3,0,0,0,0.166666666666667,0,1,0,0.222222222222222,0.25,2,3
2019-03-30,"Man United","Watford",2,1,"H",8,20,5,8,14,9,3,5,1,2,0,0,26,28,0.662,"74879","74498",0.994911791,27.9,25,0.755,2018,"Barclays Premier League",80.69,69.29,0.6544,0.1418,0.2038,2.24,0.94,72.9,0,2.31,1.39,1.63,3.37,2.05,1.05,-1,11.4,0.92,-1.9,0,72.9,0,1,0,0,3,0,0.0714285714285714,0.0714285714285714,0.222222222222222,0,1,0,0.625,0.4,1,3
2019-03-30,"West Ham","Everton",0,2,"A",3,17,1,9,7,14,4,9,1,1,0,0,27.7,26,0.747,"60000","58336",0.972266667,25.5,23,0.633,2018,"Barclays Premier League",63.95,70.4,0.3754,0.3538,0.2707,1.44,1.39,0,0,0.09,2.46,0.37,2.23,0,2.1,0,-6.45,-2.37,2.2,0,0,0,0,1,0,0,3,0.142857142857143,0.142857142857143,0.0714285714285714,0,0,1,0.333333333333333,0.529411764705882,-2,-3
2019-03-31,"Cardiff","Chelsea",1,2,"A",8,21,3,3,8,14,2,7,2,3,0,0,27.3,25,0.657,"33280","31408",0.94375,27.1,24,0.93,2018,"Barclays Premier League",57.61,85.31,0.143,0.6448,0.2122,0.89,2.13,54.7,86.6,0.47,2.15,1.43,1.88,1.05,2.1,-1,-27.7,-1.68,0.199999999999999,0,-31.9,0,0,1,0,0,3,0.25,0.25,0.214285714285714,0,0,1,0.375,0.142857142857143,-1,-3
2019-03-31,"Liverpool","Tottenham",2,1,"H",14,11,3,2,5,8,10,3,0,1,0,0,26.2,23,0.777,"54,074","52983",0.979823945,26.6,28,0.679,2018,"Barclays Premier League",93.05,82.61,0.6482,0.1388,0.213,2.11,0.86,100,84.7,1.26,1.07,2.23,0.94,2.1,1.05,-1,10.44,0.19,-0.400000000000002,0,15.3,0,1,0,0,3,0,0,0,0.125,0,1,0,0.214285714285714,0.181818181818182,1,3
2019-04-01,"Arsenal","Newcastle",2,0,"H",7,3,4,1,11,10,6,2,2,0,0,0,26.4,28,0.94,"60704","59899",0.98673893,26.6,24,0.826,2018,"Barclays Premier League",81.33,66.94,0.714,0.0988,0.1873,2.27,0.71,97,1.1,1.19,0.06,2.27,0.48,1.78,0,2,14.39,1.13,-0.200000000000003,0,95.9,0,1,0,0,3,0,0.181818181818182,0.181818181818182,0,0,1,0,0.571428571428571,0.333333333333333,2,3
2019-04-02,"Watford","Fulham",4,1,"H",15,17,7,7,12,5,6,4,3,2,0,0,27.9,25,0.755,"21577","20016",0.927654447,25.8,28,0.76,2018,"Barclays Premier League",70.2,56.61,0.4815,0.2645,0.254,1.75,1.24,0,0,1.57,1.7,1.73,2.11,4.09,1.05,1,13.59,-0.13,2.1,0,0,0,1,0,0,3,0,0.25,0.25,0.4,0,1,0,0.466666666666667,0.411764705882353,3,3
2019-04-02,"Wolves","Man United",2,1,"H",9,18,2,4,5,11,3,5,1,2,0,1,25.4,21,0.808,"32050","31025",0.968018721,26,28,0.662,2018,"Barclays Premier League",70.53,79.74,0.2544,0.4875,0.258,1.17,1.71,0,88.7,1.75,1.92,0.6,2.15,1.89,1.05,-1,-9.20999999999999,-0.17,-0.600000000000001,-1,-88.7,0,1,0,0,3,0,0.2,0.2,0.181818181818182,0.0909090909090909,1,0,0.222222222222222,0.222222222222222,1,3
2019-04-03,"Chelsea","Brighton",3,0,"H",17,3,4,1,5,9,7,1,0,0,0,0,27.1,24,0.93,"40853","40441",0.989915061,27.2,21,0.707,2018,"Barclays Premier League",85.26,62.21,0.8182,0.0419,0.1399,2.47,0.4,81.6,10.6,3.06,0.4,2.75,0.62,3.15,0,0,23.05,2.66,-0.0999999999999979,0,71,0,1,0,0,3,0,0,0,0,0,1,0,0.235294117647059,0.333333333333333,3,3
2019-04-03,"Man City","Cardiff",2,0,"H",27,4,11,1,3,17,7,4,0,3,0,0,26.4,21,0.778,"55017","54130",0.983877711,27.3,25,0.657,2018,"Barclays Premier League",94.84,57.68,0.9389,0.008,0.0531,3.43,0.2,100,47.6,3.04,0.08,3.14,0.64,2.1,0,-3,37.16,2.96,-0.900000000000002,0,52.4,0,1,0,0,3,0,0,0,0.176470588235294,0,1,0,0.407407407407407,0.25,2,3
2019-04-03,"Tottenham","Crystal Palace",2,0,"H",26,5,10,1,8,5,8,2,1,0,0,0,26.6,28,0.679,"62062","54216",0.873578035,27.2,26,0.705,2018,"Barclays Premier League",82.88,71.76,0.6766,0.1177,0.2058,2.12,0.75,100,0.4,2.04,0.57,2.78,0.27,1.84,0,1,11.12,1.47,-0.599999999999998,0,99.6,0,1,0,0,3,0,0.125,0.125,0,0,1,0,0.384615384615385,0.2,2,3
2019-04-05,"Southampton","Liverpool",1,3,"A",11,17,1,5,8,7,7,5,2,4,0,0,25.4,30,0.554,"32384","30139",0.930675642,26.2,23,0.777,2018,"Barclays Premier League",66.93,92.89,0.0889,0.7341,0.177,0.68,2.35,1.9,100,0.88,2.26,1.14,2.78,1.05,2.74,-2,-25.96,-1.38,-0.800000000000001,0,-98.1,0,0,1,0,0,3,0.25,0.25,0.571428571428571,0,0,1,0.0909090909090909,0.294117647058824,-2,-3
2019-04-06,"Bournemouth","Burnley",1,3,"A",10,11,2,3,12,16,3,6,2,3,0,0,26.2,28,0.522,"11329","10532",0.929649572,27.9,23,0.298,2018,"Barclays Premier League",65.4,65.02,0.4351,0.3025,0.2624,1.62,1.31,0.1,23.6,1.32,1.7,1.95,1.32,1.05,3.15,-1,0.38000000000001,-0.38,-1.7,0,-23.5,0,0,1,0,0,3,0.166666666666667,0.166666666666667,0.1875,0,0,1,0.2,0.272727272727273,-2,-3
2019-04-06,"Huddersfield","Leicester",1,4,"A",10,18,4,9,13,11,8,5,3,0,0,0,25.9,31,0.794,"24500","23340",0.952653061,25.9,25,0.547,2018,"Barclays Premier League",53.18,72.86,0.2925,0.4131,0.2944,1.07,1.33,0,0,1.69,3.28,0.89,1.09,1.05,3.62,3,-19.68,-1.59,0,0,0,0,0,1,0,0,3,0.230769230769231,0.230769230769231,0,0,0,1,0.4,0.5,-3,-3
2019-04-06,"Newcastle","Crystal Palace",0,1,"A",18,3,5,1,12,13,9,4,1,2,0,0,26.6,24,0.826,"52338","51121",0.976747296,27.2,26,0.705,2018,"Barclays Premier League",66.53,70.82,0.3879,0.3214,0.2907,1.32,1.17,1.9,1.2,1.06,0.91,2.04,1.17,0,1.05,-1,-4.28999999999999,0.15,-0.599999999999998,0,0.7,0,0,1,0,0,3,0.0833333333333333,0.0833333333333333,0.153846153846154,0,0,1,0.277777777777778,0.333333333333333,-1,-3
