"season,""date"",""league_id"",""league"",""HomeTeam"",""AwayTeam"",""spi1"",""spi2"",""prob1"",""prob2"",""probtie"",""proj_score1"",""proj_score2"",""importance1"",""importance2"",""score1"",""score2"",""xg1"",""xg2"",""nsxg1"",""nsxg2"",""adj_score1"",""adj_score2"""
"2019,2019-12-08,1869,""Spanish Primera Division"",""Leganes"",""Celta"",65.5,68.93,0.4149,0.2816,0.3034,1.2,0.93,43.6,39.9,3,2,0.89,0.63,1.25,0.62,3.15,2.1"
"2019,2019-12-08,1864,""Portuguese Liga"",""Sporting CP"",""Moreirense"",62.58,41.69,0.6638,0.1294,0.2068,1.95,0.72,10.4,18.3,1,0,1.85,0.41,3.05,0.6,1.05,0"
"2019,2019-12-08,1832,""Belgian Jupiler League"",""Eupen"",""Oostende"",30.37,31.45,0.4528,0.2808,0.2663,1.48,1.11,11.2,8.1,1,0,NA,NA,NA,NA,NA,NA"
"2019,2019-12-08,1854,""Italy Serie A"",""Bologna"",""Milan"",62.94,72.99,0.3309,0.3938,0.2754,1.26,1.4,18.1,23.1,2,3,1.34,1.87,1.36,1.09,2.1,3.15"
"2019,2019-12-08,1843,""French Ligue 1"",""Marseille"",""Bordeaux"",68.63,60.52,0.575,0.1691,0.256,1.63,0.75,76.3,39.1,3,1,2.21,0.12,2.01,0.37,2.63,1.05"
"2019,2019-12-08,1869,""Spanish Primera Division"",""Osasuna"",""Sevilla"",71.48,80.24,0.3173,0.4095,0.2732,1.19,1.39,21,67.1,1,1,0.71,1.57,0.88,1.14,1.05,1.05"
"2019,2019-12-08,1864,""Portuguese Liga"",""Belenenses"",""Porto"",38.67,76.97,0.0912,0.7175,0.1913,0.55,1.99,24.8,75.7,1,1,0.59,2.03,0.54,1.36,1.05,1.05"
"2019,2019-12-09,1882,""Turkish Turkcell Super Lig"",""Kayserispor"",""Rizespor"",29.05,39.41,0.3635,0.3815,0.255,1.46,1.5,41.9,15.9,1,0,NA,NA,NA,NA,NA,NA"
"2019,2019-12-09,2411,""Barclays Premier League"",""West Ham"",""Arsenal"",65.85,74.5,0.372,0.3926,0.2354,1.64,1.69,38.1,10.8,1,3,0.64,1.77,0.98,1.21,1.05,3.15"
"2019,2019-12-09,1864,""Portuguese Liga"",""Rio Ave"",""Gil Vicente"",52.2,45.2,0.5213,0.2229,0.2558,1.55,0.92,5.3,9.1,1,0,1.21,0.35,1.44,0.73,1.05,0"
"2019,2019-12-13,1882,""Turkish Turkcell Super Lig"",""Alanyaspor"",""Antalyaspor"",47.8,30.1,0.6069,0.1623,0.2308,1.85,0.84,13.4,52.2,0,0,NA,NA,NA,NA,NA,NA"
"2019,2019-12-13,1849,""Dutch Eredivisie"",""Heerenveen"",""Willem II"",47.55,43.76,0.4976,0.261,0.2413,1.94,1.36,2,2.8,1,2,NA,NA,NA,NA,NA,NA"
"2019,2019-12-13,1832,""Belgian Jupiler League"",""Kortrijk"",""Mouscron"",38.98,44.89,0.3911,0.3437,0.2653,1.4,1.29,3.3,11.6,1,2,NA,NA,NA,NA,NA,NA"
"2019,2019-12-13,1845,""German Bundesliga"",""Hoffenheim"",""Augsburg"",71.35,63.71,0.5589,0.2178,0.2232,2.04,1.2,23.3,17.5,2,4,1.9,2.2,1.82,0.46,2.1,3.81"
"2019,2019-12-13,1843,""French Ligue 1"",""Lille"",""Montpellier"",70.07,65.1,0.5321,0.1918,0.2761,1.47,0.77,64.3,34.1,2,1,1.95,1.25,0.81,0.73,2.1,1.05"
"2019,2019-12-13,1869,""Spanish Primera Division"",""Alaves"",""Leganes"",65.41,65.83,0.4571,0.2519,0.2909,1.32,0.9,42.7,49.3,1,1,1.59,0.82,1.2,0.62,1.05,1.05"
"2019,2019-12-13,1864,""Portuguese Liga"",""Portimonense"",""Rio Ave"",44.13,52.54,0.3905,0.3431,0.2664,1.33,1.23,25.9,2.3,1,1,1.75,0.54,1.25,0.79,1.05,1.05"
"2019,2019-12-14,1869,""Spanish Primera Division"",""Granada"",""Levante"",69.63,61.29,0.5109,0.2389,0.2502,1.69,1.08,13.3,27.6,1,2,1.32,1.09,1.45,1.01,1.05,2.1"
"2019,2019-12-14,1882,""Turkish Turkcell Super Lig"",""Rizespor"",""Kasimpasa"",38.64,37.64,0.4561,0.3012,0.2427,1.75,1.38,23.9,42.7,0,3,NA,NA,NA,NA,NA,NA"
"2019,2019-12-14,2411,""Barclays Premier League"",""Liverpool"",""Watford"",92.96,66.52,0.8534,0.0385,0.1081,2.83,0.47,51.7,52.8,2,0,1.87,1.18,1.45,0.89,1.59,0"
"2019,2019-12-14,1882,""Turkish Turkcell Super Lig"",""Genclerbirligi"",""Goztep"",35.86,43.58,0.3955,0.3328,0.2716,1.38,1.25,41,5.7,3,1,NA,NA,NA,NA,NA,NA"
"2019,2019-12-14,1854,""Italy Serie A"",""Brescia"",""Lecce"",52.86,53.89,0.4263,0.3125,0.2612,1.57,1.31,52.1,40.8,3,0,3.05,1.41,1.44,1.21,3.15,0"
"2019,2019-12-14,1845,""German Bundesliga"",""Bayern Munich"",""Werder Bremen"",93.51,67.15,0.8976,0.0276,0.0749,3.5,0.55,92,18.9,6,1,5.67,0.51,3.6,0.57,5.96,1.05"
"2019,2019-12-14,1845,""German Bundesliga"",""Paderborn"",""Union Berlin"",56.9,63.54,0.4167,0.3027,0.2805,1.37,1.12,45.8,17.6,1,1,1.56,2.06,0.95,1.52,1.05,1.05"
"2019,2019-12-14,1845,""German Bundesliga"",""FC Koln"",""Leverkusen"",60.34,81.38,0.2141,0.5418,0.2441,1.03,1.78,49,70.8,2,0,1.65,0.22,0.88,0.59,1.39,0"
"2019,2019-12-14,1845,""German Bundesliga"",""Hertha"",""Freiburg"",64.44,61.85,0.5039,0.2458,0.2503,1.71,1.12,36.1,16.9,1,0,1.25,1.06,0.79,1.57,1.05,0"
"2019,2019-12-14,1845,""German Bundesliga"",""Mainz"",""Dortmund"",61.71,81.61,0.2189,0.5721,0.209,1.34,2.25,28.1,67.4,0,4,0.28,1.46,0.37,2.75,0,3.85"
"2019,2019-12-14,1869,""Spanish Primera Division"",""Sociedad"",""Barcelona"",78.11,89.78,0.2675,0.5035,0.229,1.37,1.94,59.6,77.8,2,2,3.26,1.36,1.85,1.78,2.1,2.1"
"2019,2019-12-14,2411,""Barclays Premier League"",""Leicester"",""Norwich"",84.51,58.31,0.7936,0.0625,0.144,2.49,0.55,49.5,42.4,1,1,1.13,1.07,1.96,1.07,1.05,1.05"
"2019,2019-12-14,2411,""Barclays Premier League"",""Sheffield United"",""Aston Villa"",69.54,66.09,0.4483,0.2912,0.2605,1.52,1.18,17.7,38.4,2,0,1.98,1.07,1.5,0.8,2.04,0"
"2019,2019-12-14,2411,""Barclays Premier League"",""Chelsea"",""Bournemouth"",85.86,67.86,0.741,0.0979,0.161,2.51,0.8,67.6,28.3,0,1,2.18,1.32,1.83,0.81,0,1.05"
"2019,2019-12-14,2411,""Barclays Premier League"",""Burnley"",""Newcastle"",69.3,64.5,0.5176,0.2255,0.2569,1.6,0.96,29.1,20,1,0,1.37,1.39,1.1,0.77,1.05,0"
"2019,2019-12-14,1864,""Portuguese Liga"",""Maritimo"",""Boavista"",37.48,46.62,0.3944,0.3041,0.3015,1.12,0.94,47.4,5.8,1,0,1.31,0.49,0.88,0.77,1.05,0"
"2019,2019-12-14,1843,""French Ligue 1"",""Metz"",""Marseille"",52,69.75,0.2552,0.4744,0.2704,1.02,1.5,44.2,65,1,1,1.13,1.89,0.37,1.4,1.05,1.05"
"2019,2019-12-14,1882,""Turkish Turkcell Super Lig"",""Galatasaray"",""Ankaragucu"",60.06,26.22,0.8329,0.0356,0.1315,2.43,0.33,55.6,46.1,2,2,NA,NA,NA,NA,NA,NA"
"2019,2019-12-14,1832,""Belgian Jupiler League"",""Antwerp"",""Eupen"",52.47,30.82,0.6969,0.1088,0.1943,2.09,0.68,19.6,2.5,1,0,NA,NA,NA,NA,NA,NA"
"2019,2019-12-14,1854,""Italy Serie A"",""Napoli"",""Parma"",79.47,58.29,0.7112,0.1004,0.1884,2.21,0.69,48.8,12.3,1,2,2.35,1.25,3.04,0.93,1.05,2.1"
"2019,2019-12-14,1845,""German Bundesliga"",""Fortuna Dusseldorf"",""RB Leipzig"",60.56,84.31,0.181,0.6151,0.2039,1.15,2.26,37.6,68.7,0,3,0.3,3.83,0.45,2.56,0,3.02"
"2019,2019-12-14,2411,""Barclays Premier League"",""Southampton"",""West Ham"",66.58,64.92,0.4718,0.2851,0.2431,1.72,1.29,47.6,49.4,0,1,0.93,1.1,1.47,1.77,0,1.05"
"2019,2019-12-14,1869,""Spanish Primera Division"",""Ath Bilbao"",""Eibar"",74.55,68.19,0.5157,0.2012,0.2831,1.41,0.77,31.5,35.7,0,0,0.45,0.36,0.67,1.08,0,0"
"2019,2019-12-14,1849,""Dutch Eredivisie"",""Den Haag"",""Groningen"",38.88,44.24,0.4225,0.2675,0.31,1.27,0.95,45.5,2.9,1,1,NA,NA,NA,NA,NA,NA"
"2019,2019-12-14,1864,""Portuguese Liga"",""Benfica"",""Famalicao"",77.76,43.93,0.8812,0.0299,0.0889,3.01,0.43,74.3,4.1,4,0,1.8,0.27,1.78,0.66,3.71,0"
"2019,2019-12-14,1849,""Dutch Eredivisie"",""For Sittard"",""RKC"",27.33,29.25,0.4492,0.2972,0.2537,1.76,1.39,59.2,43,3,2,NA,NA,NA,NA,NA,NA"
"2019,2019-12-14,1849,""Dutch Eredivisie"",""VVV Venlo"",""Zwolle"",28.45,33.81,0.4011,0.3401,0.2588,1.63,1.49,60.8,55.5,1,2,NA,NA,NA,NA,NA,NA"
"2019,2019-12-14,1843,""French Ligue 1"",""Brest"",""Nice"",53.41,57.57,0.4224,0.3108,0.2668,1.47,1.23,25,11.5,0,0,2.51,1.06,1.79,0.42,0,0"
"2019,2019-12-14,1843,""French Ligue 1"",""Toulouse"",""Reims"",51.32,61.18,0.3932,0.3195,0.2873,1.27,1.12,49,20.1,0,1,0.69,1.29,0.88,0.76,0,1.05"
"2019,2019-12-14,1832,""Belgian Jupiler League"",""Sporting de Charleroi"",""Cercle Brugge"",47.73,26.22,0.6705,0.1284,0.2011,2.08,0.78,18.9,52.2,3,0,NA,NA,NA,NA,NA,NA"
"2019,2019-12-14,1832,""Belgian Jupiler League"",""Waregem"",""St Truiden"",43.94,40.35,0.5057,0.2444,0.2499,1.66,1.08,13,6.3,5,1,NA,NA,NA,NA,NA,NA"
"2019,2019-12-14,1843,""French Ligue 1"",""Nimes"",""Nantes"",50.68,63.36,0.3505,0.3545,0.295,1.15,1.15,49.1,26.1,0,1,0.94,1.19,0.93,0.76,0,1.05"
"2019,2019-12-14,1843,""French Ligue 1"",""Angers"",""Monaco"",62.73,67.14,0.3769,0.3517,0.2713,1.36,1.3,18.2,40.8,0,0,0.95,0.45,0.98,1,0,0"
"2019,2019-12-14,1843,""French Ligue 1"",""Amiens"",""Dijon"",52.39,54.77,0.4323,0.2803,0.2875,1.33,1.01,50.2,43.5,1,1,0.35,0.73,0.34,0.37,1.05,1.05"
"2019,2019-12-14,1832,""Belgian Jupiler League"",""Genk"",""Waasland-Beveren"",53.63,27.24,0.7564,0.0863,0.1573,2.48,0.71,22.9,52.1,4,1,NA,NA,NA,NA,NA,NA"
"2019,2019-12-14,1849,""Dutch Eredivisie"",""Twente"",""Vitesse"",38.44,49.02,0.3637,0.3791,0.2572,1.57,1.6,13.3,0.8,0,3,NA,NA,NA,NA,NA,NA"
"2019,2019-12-14,1854,""Italy Serie A"",""Genoa"",""Sampdoria"",57.21,61.01,0.4177,0.3122,0.27,1.48,1.24,51.7,44.1,0,1,0.71,0.23,0.93,0.86,0,1.05"
"2019,2019-12-14,1869,""Spanish Primera Division"",""Ath Madrid"",""Osasuna"",86.53,71.14,0.704,0.0877,0.2083,1.89,0.5,81.9,26,2,0,2.45,0.72,1.93,0.98,1.99,0"
"2019,2019-12-14,1864,""Portuguese Liga"",""Setubal"",""Aves"",41.76,39.06,0.4435,0.2609,0.2956,1.21,0.86,26.5,54.3,1,0,1.7,1.25,1.42,0.59,1.05,0"
"2019,2019-12-15,1869,""Spanish Primera Division"",""Getafe"",""Valladolid"",79.22,62.35,0.6442,0.0954,0.2604,1.52,0.41,50.6,33.5,2,0,1.7,0.46,1.95,0.27,1.79,0"
"2019,2019-12-15,1882,""Turkish Turkcell Super Lig"",""Gaziantep"",""Kayserispor"",35.48,29.67,0.5044,0.2439,0.2517,1.68,1.09,32,48.6,3,0,NA,NA,NA,NA,NA,NA"
"2019,2019-12-15,1849,""Dutch Eredivisie"",""FC Emmen"",""Sparta"",31.63,38.96,0.4105,0.3078,0.2817,1.44,1.21,51.4,10.4,2,0,NA,NA,NA,NA,NA,NA"
"2019,2019-12-15,1854,""Italy Serie A"",""Verona"",""Torino"",57,61.86,0.3977,0.3111,0.2912,1.29,1.11,30.3,11.7,3,3,2.37,1.59,0.73,1.54,3.15,3.15"
"2019,2019-12-15,1869,""Spanish Primera Division"",""Celta"",""Mallorca"",68.2,60.58,0.5304,0.2167,0.2529,1.66,0.97,55.3,57.5,2,2,2.49,1.64,2.1,0.61,2.1,2.1"
"2019,2019-12-15,1832,""Belgian Jupiler League"",""Standard"",""Anderlecht"",55.54,47.82,0.5484,0.2046,0.2471,1.69,0.93,27.2,10.3,1,1,NA,NA,NA,NA,NA,NA"
"2019,2019-12-15,1849,""Dutch Eredivisie"",""Feyenoord"",""PSV EIndhoven"",54.59,64.29,0.3308,0.4093,0.2598,1.45,1.64,3.1,39.2,3,1,NA,NA,NA,NA,NA,NA"
"2019,2019-12-15,1882,""Turkish Turkcell Super Lig"",""Sivasspor"",""Fenerbahce"",53.29,57.69,0.4174,0.3415,0.2411,1.71,1.53,79.2,70.5,3,1,NA,NA,NA,NA,NA,NA"
"2019,2019-12-15,1854,""Italy Serie A"",""Juventus"",""Udinese"",85.12,54.08,0.8576,0.0305,0.112,2.7,0.36,91.3,40.9,3,1,2.29,1.39,3.11,1.15,3.15,1.05"
"2019,2019-12-15,1854,""Italy Serie A"",""Milan"",""Sassuolo"",73.11,61.12,0.5657,0.1923,0.242,1.82,0.96,23.6,21,0,0,2.03,0.94,2.14,1.24,0,0"
"2019,2019-12-15,1854,""Italy Serie A"",""Bologna"",""Atalanta"",62.57,76.85,0.2478,0.5243,0.2278,1.34,2.03,18.5,69.4,2,1,1.5,2.18,0.72,1.81,2.1,1.05"
"2019,2019-12-15,1843,""French Ligue 1"",""Bordeaux"",""Strasbourg"",59.28,62.4,0.4207,0.2932,0.2861,1.32,1.06,20.6,11.1,0,1,1.26,0.46,1.15,0.63,0,1.05"
"2019,2019-12-15,2411,""Barclays Premier League"",""Man United"",""Everton"",81.2,77.53,0.5294,0.2247,0.246,1.71,1.02,43.2,11.1,1,1,1.58,0.31,1.37,0.51,1.05,1.05"
"2019,2019-12-15,2411,""Barclays Premier League"",""Wolves"",""Tottenham"",76.17,83.27,0.3115,0.4397,0.2488,1.33,1.62,24.8,60.4,1,2,0.8,0.93,1.96,1.51,1.05,2.1"
"2019,2019-12-15,1845,""German Bundesliga"",""Wolfsburg"",""M'gladbach"",72.39,74.81,0.3617,0.3658,0.2725,1.33,1.33,16.5,68.5,2,1,1.03,0.48,1.74,0.34,2.1,1.05"
"2019,2019-12-15,1869,""Spanish Primera Division"",""Espanol"",""Betis"",67.42,69.28,0.4687,0.2731,0.2582,1.59,1.15,52.2,13.7,2,2,1.93,0.62,1.42,1.15,2.1,2.1"
"2019,2019-12-15,1864,""Portuguese Liga"",""Moreirense"",""Belenenses"",41.13,39.17,0.4749,0.2538,0.2713,1.4,0.94,28.8,26.2,2,1,1.83,0.78,1.51,0.79,1.89,1.05"
"2019,2019-12-15,1849,""Dutch Eredivisie"",""Heracles"",""Utrecht"",46.53,50.12,0.4156,0.3258,0.2586,1.66,1.45,0.6,3.3,1,3,NA,NA,NA,NA,NA,NA"
"2019,2019-12-15,1849,""Dutch Eredivisie"",""AZ"",""Ajax"",70.35,81.33,0.3437,0.401,0.2553,1.53,1.67,97.3,98.1,1,0,NA,NA,NA,NA,NA,NA"
"2019,2019-12-15,1843,""French Ligue 1"",""Lyon"",""Rennes"",72.61,61.44,0.5961,0.1639,0.24,1.77,0.8,72.2,52.3,0,1,0.52,0.92,0.92,0.98,0,1.05"
"2019,2019-12-15,1882,""Turkish Turkcell Super Lig"",""Besiktas"",""Yeni Malatyaspor"",57.74,47.02,0.6158,0.1813,0.2029,2.25,1.15,67,13.5,0,2,NA,NA,NA,NA,NA,NA"
"2019,2019-12-15,2411,""Barclays Premier League"",""Arsenal"",""Man City"",75.54,94.9,0.1524,0.6789,0.1687,1.25,2.71,23,35,0,3,0.31,1.66,0.36,1.22,0,3.15"
"2019,2019-12-15,1845,""German Bundesliga"",""Schalke 04"",""Ein Frankfurt"",69.8,73.37,0.4246,0.3165,0.2589,1.56,1.31,38.7,23.4,1,0,1.13,1.11,0.95,1.7,1.05,0"
"2019,2019-12-15,1832,""Belgian Jupiler League"",""Club Brugge"",""Mechelen"",71.48,38.26,0.8492,0.0328,0.118,2.56,0.34,35.5,6.7,3,0,NA,NA,NA,NA,NA,NA"
"2019,2019-12-15,1854,""Italy Serie A"",""Roma"",""Spal"",76.22,54.58,0.6994,0.0987,0.2019,2.05,0.61,73,44.6,3,1,3.44,1.05,2.21,0.37,2.82,1.05"
"2019,2019-12-15,1864,""Portuguese Liga"",""Gil Vicente"",""Guimaraes"",44.84,57.53,0.3344,0.3862,0.2794,1.12,1.23,12,2.9,2,2,1.52,1.43,1.13,1.98,2.1,2.1"
"2019,2019-12-15,1869,""Spanish Primera Division"",""Sevilla"",""Villarreal"",79.9,72.53,0.5955,0.1784,0.2262,1.92,0.95,73.4,14.9,1,2,1.91,1.6,2.95,0.35,1.05,2.1"
"2019,2019-12-15,1832,""Belgian Jupiler League"",""Oostende"",""Gent"",30.95,58.7,0.1885,0.5887,0.2228,1,1.95,6.5,31.6,2,1,NA,NA,NA,NA,NA,NA"
"2019,2019-12-15,1854,""Italy Serie A"",""Fiorentina"",""Inter"",67.58,79.89,0.2526,0.5044,0.243,1.23,1.83,10.7,70.8,1,1,0.75,1.08,1.55,1.55,1.05,1.05"
"2019,2019-12-15,1843,""French Ligue 1"",""St Etienne"",""Paris SG"",59.25,89.81,0.132,0.6824,0.1856,0.94,2.35,20.1,7.1,0,4,1.03,3.98,0.92,2.86,0,3.14"
"2019,2019-12-15,1869,""Spanish Primera Division"",""Valencia"",""Real Madrid"",72.85,89.34,0.2175,0.5775,0.205,1.35,2.28,40.1,79.2,1,1,2.2,1.9,0.93,2.4,1.05,1.05"
"2019,2019-12-15,1864,""Portuguese Liga"",""Sp Braga"",""Pacos Ferreira"",62.05,40.66,0.6355,0.1461,0.2185,1.86,0.76,4,46.5,0,1,2.64,0.64,2.61,0.46,0,1.05"
"2019,2019-12-16,1882,""Turkish Turkcell Super Lig"",""Trabzonspor"",""Denizlispor"",58.06,35.11,0.7136,0.0908,0.1956,2.04,0.57,62.7,17.1,1,2,NA,NA,NA,NA,NA,NA"
"2019,2019-12-16,1882,""Turkish Turkcell Super Lig"",""Buyuksehyr"",""Konyaspor"",57.6,36.97,0.6797,0.0905,0.2298,1.73,0.45,68,33.2,1,1,NA,NA,NA,NA,NA,NA"
"2019,2019-12-16,1864,""Portuguese Liga"",""Santa Clara"",""Sporting CP"",44.97,61.66,0.2969,0.4436,0.2595,1.15,1.46,20.9,13.1,0,4,0.72,2.31,0.77,2.48,0,4.2"
"2019,2019-12-16,1854,""Italy Serie A"",""Cagliari"",""Lazio"",59.83,73.4,0.2707,0.4858,0.2435,1.31,1.82,31.8,70,1,2,1.75,2.52,1.09,2.79,1.05,2.1"
"2019,2019-12-16,2411,""Barclays Premier League"",""Crystal Palace"",""Brighton"",70.27,68.71,0.4461,0.2821,0.2718,1.42,1.08,13.3,21.1,1,1,0.65,2.08,1.48,1.63,1.05,1.05"
"2019,2019-12-16,1864,""Portuguese Liga"",""Porto"",""Tondela"",75.86,41.31,0.8704,0.0197,0.1099,2.45,0.2,60.9,10.4,3,0,1.3,0.06,1.38,0.31,3.15,0"
"2019,2019-12-17,1845,""German Bundesliga"",""Werder Bremen"",""Mainz"",65.83,59.96,0.5191,0.2534,0.2275,2,1.34,33,38.9,0,5,0.79,1.81,2.09,2.24,0,4.96"
"2019,2019-12-17,1845,""German Bundesliga"",""Augsburg"",""Fortuna Dusseldorf"",64.66,58.58,0.4982,0.2572,0.2446,1.77,1.21,16.5,47.8,3,0,1.34,0.81,0.82,0.77,3.11,0"
"2019,2019-12-17,1845,""German Bundesliga"",""Dortmund"",""RB Leipzig"",83.07,85.72,0.3949,0.366,0.2391,1.71,1.64,63.5,94.4,3,3,1.8,2.64,1.38,1.05,3.15,3.15"
"2019,2019-12-17,1845,""German Bundesliga"",""Union Berlin"",""Hoffenheim"",64.06,70.17,0.3705,0.3729,0.2566,1.48,1.48,15,16.6,0,2,1.74,0.93,1.41,0.38,0,1.58"
"2019,2019-12-18,1845,""German Bundesliga"",""Leverkusen"",""Hertha"",80.18,64.25,0.6739,0.1242,0.2019,2.11,0.78,66.9,28.5,0,1,1.3,1.61,2.22,0.26,0,1.05"
"2019,2019-12-18,1854,""Italy Serie A"",""Sampdoria"",""Juventus"",61.72,84.53,0.1576,0.6217,0.2208,0.9,2.01,34,83.5,1,2,0.79,1.23,0.43,0.91,1.05,2.1"
"2019,2019-12-18,1869,""Spanish Primera Division"",""Barcelona"",""Real Madrid"",88.97,89.2,0.4722,0.3114,0.2165,2.11,1.7,100,100,0,0,0.97,1.01,2.13,1.8,0,0"
"2019,2019-12-18,1845,""German Bundesliga"",""Freiburg"",""Bayern Munich"",62.41,93.96,0.0718,0.8044,0.1238,0.86,3.08,24.3,85.1,1,3,2.45,4.7,1.85,2.88,1.05,2.63"
"2019,2019-12-18,1845,""German Bundesliga"",""M'gladbach"",""Paderborn"",74.04,56.26,0.6804,0.1243,0.1953,2.19,0.82,69.3,43.7,2,0,2.9,0.66,2.24,0.86,2.1,0"
"2019,2019-12-18,1845,""German Bundesliga"",""Wolfsburg"",""Schalke 04"",73.26,69.81,0.4475,0.2664,0.2861,1.37,0.99,25.2,56.2,1,1,2.89,1.72,3.38,1.24,1.05,1.05"
"2019,2019-12-18,1845,""German Bundesliga"",""Ein Frankfurt"",""FC Koln"",73.61,62.17,0.5639,0.1918,0.2442,1.77,0.92,15.7,44.3,2,4,1.51,2,1.69,2.3,2.1,3.68"
"2019,2019-12-18,1854,""Italy Serie A"",""Brescia"",""Sassuolo"",54.37,61.33,0.3796,0.3517,0.2687,1.42,1.36,47.5,27.8,0,2,1.17,0.62,1.72,0.83,0,2.09"
"2019,2019-12-20,1882,""Turkish Turkcell Super Lig"",""Antalyaspor"",""Ankaragucu"",30.53,28.06,0.49,0.2478,0.2621,1.57,1.04,59.3,48.5,2,2,NA,NA,NA,NA,NA,NA"
"2019,2019-12-20,1849,""Dutch Eredivisie"",""RKC"",""Twente"",28.75,36.26,0.3793,0.3543,0.2665,1.52,1.46,33.2,26.3,3,0,NA,NA,NA,NA,NA,NA"
"2019,2019-12-20,1832,""Belgian Jupiler League"",""Mechelen"",""Oostende"",37.31,32.39,0.5214,0.2316,0.247,1.7,1.05,5.4,1.7,1,0,NA,NA,NA,NA,NA,NA"
"2019,2019-12-20,1845,""German Bundesliga"",""Hoffenheim"",""Dortmund"",70.3,82.79,0.2857,0.4881,0.2262,1.5,2.01,29.8,62.2,2,1,1.76,2.13,0.99,3.01,2.1,1.05"
"2019,2019-12-20,1854,""Italy Serie A"",""Fiorentina"",""Roma"",67.8,76.58,0.2958,0.4433,0.261,1.26,1.59,11.9,64.7,1,4,1.52,1.59,0.72,1.39,1.05,3.68"
"2019,2019-12-20,1869,""Spanish Primera Division"",""Eibar"",""Granada"",69.35,68.82,0.4951,0.2163,0.2886,1.36,0.8,39.1,8.6,3,0,2.44,1.76,2.14,1.02,2.73,0"
"2019,2019-12-21,1869,""Spanish Primera Division"",""Mallorca"",""Sevilla"",60.32,79.69,0.2583,0.4918,0.2499,1.16,1.69,51.5,65.9,0,2,0.74,1.72,0.73,0.83,0,2.1"
"2019,2019-12-21,1882,""Turkish Turkcell Super Lig"",""Yeni Malatyaspor"",""Rizespor"",48.97,36.19,0.5775,0.1983,0.2242,1.98,1.07,19,30.8,0,2,NA,NA,NA,NA,NA,NA"
"2019,2019-12-21,2411,""Barclays Premier League"",""Everton"",""Arsenal"",77.48,74.95,0.4733,0.2812,0.2455,1.69,1.25,12.7,13.3,0,0,0.53,0.78,1.29,0.51,0,0"
"2019,2019-12-21,1854,""Italy Serie A"",""Udinese"",""Cagliari"",54.7,59,0.4076,0.3237,0.2687,1.47,1.29,42.1,14.8,2,1,1.83,0.81,1.79,1.21,2.1,1.05"
"2019,2019-12-21,1845,""German Bundesliga"",""Mainz"",""Leverkusen"",62.62,79.49,0.2598,0.5031,0.2372,1.28,1.87,24.1,58.7,0,1,2.46,1.34,1.36,1.42,0,1.05"
"2019,2019-12-21,1845,""German Bundesliga"",""Bayern Munich"",""Wolfsburg"",93.55,73.62,0.8624,0.0358,0.1018,2.97,0.48,100,25.9,2,0,1.7,0.85,2.54,0.93,1.62,0"
"2019,2019-12-21,1845,""German Bundesliga"",""RB Leipzig"",""Augsburg"",85.87,65.44,0.8067,0.0615,0.1317,2.76,0.65,84.5,12.5,3,1,3.54,0.69,3.01,0.47,2.66,1.05"
"2019,2019-12-21,1845,""German Bundesliga"",""FC Koln"",""Werder Bremen"",64.13,62.98,0.4534,0.2946,0.252,1.66,1.3,46.6,47.7,1,0,0.74,0.33,1.21,1.01,1.05,0"
"2019,2019-12-21,1882,""Turkish Turkcell Super Lig"",""Kasimpasa"",""Gaziantep"",40.2,37.28,0.498,0.2633,0.2387,1.82,1.27,33,16.3,3,4,NA,NA,NA,NA,NA,NA"
"2019,2019-12-21,1845,""German Bundesliga"",""Schalke 04"",""Freiburg"",68.91,63.17,0.5445,0.2118,0.2437,1.78,1.02,47.2,16.9,2,2,1.83,2.75,1.52,1.1,2.1,2.1"
"2019,2019-12-21,2411,""Barclays Premier League"",""Brighton"",""Sheffield United"",69.71,70.44,0.4639,0.2664,0.2697,1.46,1.04,20.3,7.8,0,1,0.52,1.08,1.23,0.63,0,1.05"
"2019,2019-12-21,2411,""Barclays Premier League"",""Newcastle"",""Crystal Palace"",64.79,69.23,0.4143,0.2989,0.2868,1.28,1.04,28.4,12.6,1,0,0.71,0.96,0.86,1.86,1.05,0"
"2019,2019-12-21,2411,""Barclays Premier League"",""Bournemouth"",""Burnley"",68.97,69.34,0.4582,0.284,0.2579,1.56,1.17,27.8,20,0,1,0.15,0.21,0.75,0.48,0,1.05"
"2019,2019-12-21,1869,""Spanish Primera Division"",""Barcelona"",""Alaves"",88.88,65.45,0.8523,0.039,0.1087,2.85,0.48,84.2,28.6,4,1,1.48,0.55,2.27,0.54,4.09,1.05"
"2019,2019-12-21,2411,""Barclays Premier League"",""Norwich"",""Wolves"",59.79,76.1,0.3155,0.418,0.2665,1.21,1.43,42.5,14.1,1,2,1.16,1.99,0.84,1.24,1.05,2.1"
"2019,2019-12-21,2411,""Barclays Premier League"",""Aston Villa"",""Southampton"",65.24,65.8,0.4545,0.3014,0.244,1.69,1.34,53.8,52.9,1,3,1.27,2.6,2.19,1.1,1.05,3.15"
"2019,2019-12-21,1882,""Turkish Turkcell Super Lig"",""Goztep"",""Galatasaray"",41.96,58.19,0.2585,0.4672,0.2743,1.01,1.46,9.6,54.5,2,1,NA,NA,NA,NA,NA,NA"
