"season,""date"",""league_id"",""league"",""HomeTeam"",""AwayTeam"",""spi1"",""spi2"",""prob1"",""prob2"",""probtie"",""proj_score1"",""proj_score2"",""importance1"",""importance2"",""score1"",""score2"",""xg1"",""xg2"",""nsxg1"",""nsxg2"",""adj_score1"",""adj_score2"""
"2018,2018-08-19,1869,""Spanish Primera Division"",""Vallecano"",""Sevilla"",68.51,78.24,0.3475,0.3941,0.2584,1.33,1.43,35.9,40.8,1,4,2.43,3.04,1.35,2.19,1.05,3.97"
"2018,2018-08-19,1854,""Italy Serie A"",""Bologna"",""Spal"",57.12,55.25,0.4533,0.2568,0.29,1.35,0.94,38.8,37.8,0,1,0.96,0.53,1.28,0.87,0,1.05"
"2018,2018-08-19,1854,""Italy Serie A"",""Sassuolo"",""Inter"",61.74,80.76,0.2107,0.5407,0.2486,0.99,1.74,22.3,54.3,1,0,1.4,1.64,0.73,2.01,1.05,0"
"2018,2018-08-19,1854,""Italy Serie A"",""Empoli"",""Cagliari"",55.32,57.39,0.42,0.2977,0.2823,1.37,1.11,43.3,38.3,2,0,1.28,0.81,1.17,1.62,2.1,0"
"2018,2018-08-19,1854,""Italy Serie A"",""Parma"",""Udinese"",55.1,60.23,0.3965,0.3182,0.2853,1.31,1.14,42.2,29.9,2,2,1.2,1.99,1.35,1.13,2.1,2.1"
"2018,2018-08-19,1882,""Turkish Turkcell Super Lig"",""Alanyaspor"",""Ankaragucu"",48.2,33.03,0.6019,0.1768,0.2213,1.95,0.95,30.9,46.2,0,2,NA,NA,NA,NA,NA,NA"
"2018,2018-08-19,1882,""Turkish Turkcell Super Lig"",""Galatasaray"",""Goztep"",74.06,42.19,0.8389,0.0414,0.1197,2.65,0.44,73,32.3,1,0,NA,NA,NA,NA,NA,NA"
"2018,2018-08-19,1843,""French Ligue 1"",""Nimes"",""Marseille"",54.85,74.82,0.2247,0.5484,0.2269,1.21,2,21.4,59,3,1,1.28,1.15,1.04,1.11,2.73,1.05"
"2018,2018-08-19,1864,""Portuguese Liga"",""Santa Clara"",""Sp Braga"",41.19,61.45,0.2542,0.5009,0.2449,1.19,1.76,30.1,28.7,3,3,1.04,0.54,0.87,1.03,3.15,3.15"
"2018,2018-08-19,1869,""Spanish Primera Division"",""Real Madrid"",""Getafe"",91.33,75.66,0.8071,0.0593,0.1336,2.61,0.57,61.3,31.3,2,0,1.29,0.28,1.3,0.3,2.1,0"
"2018,2018-08-20,1869,""Spanish Primera Division"",""Valencia"",""Ath Madrid"",79.04,87.08,0.3504,0.3778,0.2718,1.24,1.3,49.1,65.6,1,1,1.28,0.85,1.15,1.16,1.05,1.05"
"2018,2018-08-20,1854,""Italy Serie A"",""Atalanta"",""Frosinone"",74.85,55.5,0.6596,0.1252,0.2151,1.97,0.72,40.5,31.8,4,0,2.52,0.26,1.84,0.43,3.68,0"
"2018,2018-08-20,1882,""Turkish Turkcell Super Lig"",""Kasimpasa"",""Buyuksehyr"",51.14,65.87,0.2685,0.4981,0.2333,1.31,1.85,14.3,51.4,2,1,NA,NA,NA,NA,NA,NA"
"2018,2018-08-20,2411,""Barclays Premier League"",""Crystal Palace"",""Liverpool"",71.17,89.48,0.1953,0.5778,0.2269,1.12,2.06,25.9,49.6,0,2,0.47,2.66,0.87,3.19,0,1.47"
"2018,2018-08-20,1864,""Portuguese Liga"",""Guimaraes"",""Feirense"",48.11,42.58,0.4975,0.2298,0.2727,1.49,0.92,18.4,18.5,0,1,0.4,0.31,1.08,0.3,0,1.05"
"2018,2018-08-20,1869,""Spanish Primera Division"",""Ath Bilbao"",""Leganes"",75.11,71.24,0.523,0.2138,0.2632,1.52,0.87,26,28.9,2,1,2.46,1.27,1.39,0.97,2.1,1.05"
"2018,2018-08-24,1882,""Turkish Turkcell Super Lig"",""Rizespor"",""Erzurum BB"",37.71,33.87,0.4952,0.2538,0.251,1.65,1.11,46.2,46.5,0,0,NA,NA,NA,NA,NA,NA"
"2018,2018-08-24,1849,""Dutch Eredivisie"",""Den Haag"",""For Sittard"",37.05,36.81,0.4466,0.2685,0.2848,1.52,1.12,36.9,29.7,3,1,NA,NA,NA,NA,NA,NA"
"2018,2018-08-24,1869,""Spanish Primera Division"",""Getafe"",""Eibar"",75.88,74.84,0.4698,0.2334,0.2968,1.26,0.8,24.2,25.4,2,0,1.51,0.49,0.75,1.23,1.58,0"
"2018,2018-08-24,1845,""German Bundesliga"",""Bayern Munich"",""Hoffenheim"",91.88,71.37,0.7976,0.0666,0.1358,2.77,0.69,66,59.3,3,1,3.48,0.72,1.84,0.66,2.63,1.05"
"2018,2018-08-24,1832,""Belgian Jupiler League"",""Oostende"",""Waregem"",48.78,45.91,0.4967,0.2721,0.2313,1.91,1.37,9,4.6,3,1,NA,NA,NA,NA,NA,NA"
"2018,2018-08-24,1843,""French Ligue 1"",""Lyon"",""Strasbourg"",76.3,59.15,0.6862,0.109,0.2048,2.03,0.66,67.4,21.3,2,0,1.24,0.45,1.73,0.66,2.1,0"
"2018,2018-08-24,1864,""Portuguese Liga"",""Maritimo"",""Chaves"",42.33,44.09,0.4343,0.2957,0.2701,1.46,1.16,26.6,16.8,2,1,0.88,0.36,0.85,1.01,2.1,1.05"
"2018,2018-08-24,1869,""Spanish Primera Division"",""Leganes"",""Sociedad"",70.86,78.22,0.3662,0.3642,0.2696,1.29,1.29,32.8,41.9,2,2,1.9,1.76,2.68,0.42,2.1,2.1"
"2018,2018-08-25,2411,""Barclays Premier League"",""Wolves"",""Man City"",63.22,92.69,0.0943,0.7304,0.1753,0.74,2.41,31.4,73.5,1,1,1.19,1.88,0.64,2.54,1.05,1.05"
"2018,2018-08-25,1845,""German Bundesliga"",""Freiburg"",""Ein Frankfurt"",59.48,67.45,0.3549,0.3512,0.2938,1.19,1.18,31.3,38.3,0,2,1.56,0.72,1.96,0.73,0,1.8"
"2018,2018-08-25,1845,""German Bundesliga"",""Fortuna Dusseldorf"",""Augsburg"",57.19,62.7,0.3956,0.3131,0.2913,1.28,1.11,39.6,27.2,1,2,1.4,1.07,1.4,1.16,1.05,2.1"
"2018,2018-08-25,1845,""German Bundesliga"",""Hertha"",""Nurnberg"",63.44,56.98,0.5019,0.2206,0.2776,1.49,0.89,27.3,35.9,1,0,0.95,1.62,1.11,0.8,1.05,0"
"2018,2018-08-25,1845,""German Bundesliga"",""Werder Bremen"",""Hannover"",65.9,61.75,0.487,0.2496,0.2635,1.6,1.07,29.8,28.1,1,1,2.17,0.85,2.27,1.22,1.05,1.05"
"2018,2018-08-25,1845,""German Bundesliga"",""Wolfsburg"",""Schalke 04"",59.36,72.34,0.2935,0.421,0.2855,1.08,1.36,31.6,50.9,2,1,1.49,1.76,0.95,1.12,1.89,1.05"
"2018,2018-08-25,2411,""Barclays Premier League"",""Arsenal"",""West Ham"",81.27,62.33,0.7271,0.1035,0.1695,2.57,0.87,54.2,30.3,3,1,1.81,1.22,1.72,2.12,2.63,1.05"
"2018,2018-08-25,2411,""Barclays Premier League"",""Southampton"",""Leicester"",66.99,70.72,0.4039,0.3114,0.2847,1.38,1.18,28.7,18.9,1,2,0.48,0.57,1.32,0.58,1.05,1.89"
"2018,2018-08-25,2411,""Barclays Premier League"",""Bournemouth"",""Everton"",64.75,68,0.4224,0.3099,0.2677,1.55,1.3,23.3,17.3,2,2,2.73,0.63,1.82,1.4,2.1,2.1"
"2018,2018-08-25,2411,""Barclays Premier League"",""Huddersfield"",""Cardiff"",58.14,58.6,0.4283,0.2663,0.3053,1.28,0.95,48.9,45.9,0,0,0.25,1.08,0.59,1.16,0,0"
"2018,2018-08-25,1843,""French Ligue 1"",""Paris SG"",""Angers"",88.65,59.14,0.865,0.0305,0.1046,2.81,0.38,58.3,24.1,3,1,2.16,1.58,2.16,0.76,3.15,1.05"
"2018,2018-08-25,1864,""Portuguese Liga"",""Portimonense"",""Santa Clara"",44.05,42.03,0.4739,0.2737,0.2524,1.66,1.21,30.6,25.7,2,2,1.89,0.49,1.58,1.29,2.1,2.1"
"2018,2018-08-25,1854,""Italy Serie A"",""Juventus"",""Lazio"",89.14,77.49,0.6437,0.1465,0.2098,2.09,0.88,86.2,59.8,2,0,1.66,0.34,1.35,0.68,1.98,0"
"2018,2018-08-25,1832,""Belgian Jupiler League"",""Standard"",""St Truiden"",66.05,38.43,0.7585,0.0624,0.1791,2.07,0.42,54.4,21.3,3,2,NA,NA,NA,NA,NA,NA"
"2018,2018-08-25,1869,""Spanish Primera Division"",""Alaves"",""Betis"",69.32,72.95,0.4342,0.2906,0.2752,1.36,1.06,38.9,30.9,0,0,0.7,1.23,0.68,1.58,0,0"
"2018,2018-08-25,1882,""Turkish Turkcell Super Lig"",""Ankaragucu"",""Trabzonspor"",36.06,56.75,0.2697,0.4873,0.243,1.23,1.73,35.3,18.3,2,2,NA,NA,NA,NA,NA,NA"
"2018,2018-08-25,2411,""Barclays Premier League"",""Liverpool"",""Brighton"",90.23,62.9,0.8582,0.031,0.1108,2.77,0.38,67.8,22.9,1,0,1.94,0.64,2.42,0.85,1.05,0"
"2018,2018-08-25,1849,""Dutch Eredivisie"",""Ajax"",""FC Emmen"",73.65,35.94,0.8665,0.0236,0.1099,2.74,0.3,69.7,22.2,5,0,NA,NA,NA,NA,NA,NA"
"2018,2018-08-25,1845,""German Bundesliga"",""M'gladbach"",""Leverkusen"",66.98,76.48,0.3328,0.4132,0.254,1.42,1.61,43,59.9,2,0,3.56,1.15,1.66,1.56,2.1,0"
"2018,2018-08-25,1849,""Dutch Eredivisie"",""Graafschap"",""Groningen"",35.82,40.47,0.3931,0.3063,0.3006,1.34,1.15,29,26.3,0,1,NA,NA,NA,NA,NA,NA"
"2018,2018-08-25,1843,""French Ligue 1"",""Toulouse"",""Nimes"",57.71,56.08,0.4704,0.267,0.2626,1.58,1.13,27.2,19.3,1,0,2.54,0.63,1.04,0.96,1.05,0"
"2018,2018-08-25,1843,""French Ligue 1"",""Nantes"",""Caen"",59.12,54.61,0.4909,0.2232,0.2859,1.41,0.85,32,33.3,1,1,1.82,0.63,1.02,0.4,0.84,1.05"
"2018,2018-08-25,1843,""French Ligue 1"",""Amiens"",""Reims"",53.56,54.98,0.4432,0.268,0.2888,1.35,0.98,39.1,22.3,4,1,1.81,0.7,1.38,0.43,3.52,1.05"
"2018,2018-08-25,1864,""Portuguese Liga"",""Benfica"",""Sporting CP"",76.27,67.38,0.5529,0.2005,0.2466,1.73,0.94,81.4,81.8,1,1,1.47,1.19,1.47,0.52,1.05,1.05"
"2018,2018-08-25,1843,""French Ligue 1"",""Montpellier"",""St Etienne"",60.99,61.29,0.4373,0.277,0.2857,1.36,1.02,19.1,20.7,0,0,0.63,0.22,0.67,0.55,0,0"
"2018,2018-08-25,1832,""Belgian Jupiler League"",""Antwerp"",""Cercle Brugge"",45.64,40.1,0.5084,0.2036,0.288,1.37,0.76,7.5,5.1,1,0,NA,NA,NA,NA,NA,NA"
"2018,2018-08-25,1843,""French Ligue 1"",""Nice"",""Dijon"",63.69,58.95,0.4921,0.2483,0.2596,1.62,1.08,18.9,24.3,0,4,1.7,1.7,1.91,1.56,0,2.95"
"2018,2018-08-25,1832,""Belgian Jupiler League"",""Mouscron"",""Eupen"",33.16,35.14,0.4417,0.3194,0.2389,1.77,1.47,38.8,34.6,0,1,NA,NA,NA,NA,NA,NA"
"2018,2018-08-25,1869,""Spanish Primera Division"",""Ath Madrid"",""Vallecano"",87.06,66.9,0.749,0.0751,0.1759,2.13,0.51,63.4,33.6,1,0,1.08,1.46,1.5,1.1,1.05,0"
"2018,2018-08-25,1854,""Italy Serie A"",""Napoli"",""Milan"",83.08,75.89,0.5389,0.2054,0.2557,1.67,0.93,63.6,60.6,3,2,2.1,0.67,1.99,1.04,3.15,2.1"
"2018,2018-08-25,1832,""Belgian Jupiler League"",""Sporting de Charleroi"",""Kortrijk"",45.75,44.28,0.4642,0.2698,0.266,1.51,1.09,6,10.2,0,2,NA,NA,NA,NA,NA,NA"
"2018,2018-08-25,1882,""Turkish Turkcell Super Lig"",""Kayserispor"",""Yeni Malatyaspor"",41.69,48.4,0.3978,0.3238,0.2783,1.31,1.16,32.8,10.6,0,0,NA,NA,NA,NA,NA,NA"
"2018,2018-08-25,1849,""Dutch Eredivisie"",""NAC"",""Excelsior"",38.88,33.06,0.4884,0.2314,0.2802,1.59,1.01,25.7,38.9,0,2,NA,NA,NA,NA,NA,NA"
"2018,2018-08-25,1882,""Turkish Turkcell Super Lig"",""Goztep"",""Fenerbahce"",42.25,70.63,0.1788,0.6043,0.2169,0.99,2.01,30.1,54.6,1,0,NA,NA,NA,NA,NA,NA"
"2018,2018-08-25,1849,""Dutch Eredivisie"",""Zwolle"",""PSV EIndhoven"",31.12,69.92,0.1191,0.6977,0.1833,0.98,2.57,41.1,57.4,1,2,NA,NA,NA,NA,NA,NA"
"2018,2018-08-25,1864,""Portuguese Liga"",""Porto"",""Guimaraes"",79.8,47.41,0.8594,0.0296,0.1111,2.66,0.34,73.2,14.6,2,3,1.39,1.03,2.4,0.5,2.1,3.15"
"2018,2018-08-25,1869,""Spanish Primera Division"",""Valladolid"",""Barcelona"",68.48,92.45,0.1351,0.6858,0.1791,0.97,2.39,32.5,66.8,0,1,0.44,1.3,0.85,2.17,0,1.05"
"2018,2018-08-26,1849,""Dutch Eredivisie"",""Willem II"",""Heracles"",41.31,41.25,0.4535,0.2797,0.2667,1.7,1.29,20.5,13.5,5,0,NA,NA,NA,NA,NA,NA"
"2018,2018-08-26,1849,""Dutch Eredivisie"",""Utrecht"",""VVV Venlo"",45.51,32.28,0.5539,0.1748,0.2713,1.66,0.81,13.9,30.5,1,1,NA,NA,NA,NA,NA,NA"
"2018,2018-08-26,2411,""Barclays Premier League"",""Watford"",""Crystal Palace"",68.97,70.02,0.4293,0.2919,0.2788,1.47,1.16,19,17.7,2,1,1.14,1.13,1.54,1.14,2.1,1.05"
"2018,2018-08-26,1832,""Belgian Jupiler League"",""Club Brugge"",""Anderlecht"",69.72,66.42,0.5048,0.2686,0.2266,1.98,1.4,100,100,2,1,NA,NA,NA,NA,NA,NA"
"2018,2018-08-26,1849,""Dutch Eredivisie"",""Heerenveen"",""Feyenoord"",43.31,63.71,0.2388,0.5151,0.2461,1.28,1.96,12.2,41.3,3,5,NA,NA,NA,NA,NA,NA"
"2018,2018-08-26,1843,""French Ligue 1"",""Lille"",""Guingamp"",57.9,58.6,0.4406,0.298,0.2613,1.56,1.24,19.2,23.9,3,0,1.71,0.65,1.06,1.07,3.07,0"
"2018,2018-08-26,1845,""German Bundesliga"",""Mainz"",""Stuttgart"",62.18,67.17,0.3825,0.3201,0.2974,1.22,1.09,30,37.2,1,0,1.17,1.09,1.2,1.13,1.05,0"
"2018,2018-08-26,1849,""Dutch Eredivisie"",""AZ"",""Vitesse"",66.17,54.62,0.5958,0.1858,0.2184,2.28,1.21,58.2,27,0,0,NA,NA,NA,NA,NA,NA"
"2018,2018-08-26,2411,""Barclays Premier League"",""Fulham"",""Burnley"",63.54,63.93,0.4437,0.2676,0.2887,1.41,1.03,38.4,36.3,4,2,1.49,1.65,1.81,1.45,3.87,2.1"
"2018,2018-08-26,1843,""French Ligue 1"",""Bordeaux"",""Monaco"",61.98,70.07,0.34,0.3929,0.2671,1.32,1.44,21.1,46.1,2,1,2.51,0.74,0.98,0.8,2.1,1.05"
"2018,2018-08-26,1864,""Portuguese Liga"",""Feirense"",""Boavista"",43.25,43.85,0.4277,0.262,0.3103,1.19,0.86,17.5,16,1,1,0.82,1.02,1.29,0.41,0.84,1.05"
"2018,2018-08-26,2411,""Barclays Premier League"",""Newcastle"",""Chelsea"",67.72,84.78,0.2152,0.5349,0.2499,1.05,1.8,24.2,57.8,1,2,0.24,1.62,0.72,2.11,1.05,2.1"
"2018,2018-08-26,1864,""Portuguese Liga"",""Setubal"",""Nacional"",43.78,41.29,0.4572,0.2766,0.2661,1.52,1.12,19.7,33.5,1,2,0.56,1.8,1.28,0.68,1.05,1.59"
"2018,2018-08-26,1845,""German Bundesliga"",""Dortmund"",""RB Leipzig"",77.54,71.82,0.5309,0.2367,0.2323,1.95,1.24,66.4,59.1,4,1,1.96,1.47,1.39,1.22,3.68,1.05"
"2018,2018-08-26,1854,""Italy Serie A"",""Spal"",""Parma"",55.99,54.62,0.439,0.2741,0.287,1.36,1.01,40.4,43.8,1,0,1.4,0.19,0.93,0.52,1.05,0"
"2018,2018-08-26,1832,""Belgian Jupiler League"",""Gent"",""Lokeren"",59.12,32.88,0.76,0.0726,0.1674,2.26,0.54,30.8,31.2,2,1,NA,NA,NA,NA,NA,NA"
"2018,2018-08-26,1882,""Turkish Turkcell Super Lig"",""Sivasspor"",""Kasimpasa"",44,52.67,0.3809,0.3777,0.2414,1.6,1.59,26.3,17.8,0,3,NA,NA,NA,NA,NA,NA"
"2018,2018-08-26,1869,""Spanish Primera Division"",""Espanol"",""Valencia"",75.04,79.19,0.3913,0.3272,0.2815,1.26,1.12,25.7,45,2,0,1.54,1.38,1.66,2.23,2.1,0"
"2018,2018-08-26,1864,""Portuguese Liga"",""Tondela"",""Rio Ave"",40.48,45.68,0.4051,0.3164,0.2785,1.35,1.16,35.9,18.9,1,1,0.81,1.35,1.35,1.34,1.05,1.05"
"2018,2018-08-26,1832,""Belgian Jupiler League"",""Genk"",""Waasland-Beveren"",63.32,40.23,0.7408,0.0923,0.167,2.4,0.72,51.2,15.8,3,2,NA,NA,NA,NA,NA,NA"
"2018,2018-08-26,1854,""Italy Serie A"",""Fiorentina"",""Chievo"",70.19,55.96,0.5947,0.1656,0.2397,1.8,0.82,34,34.9,6,1,2.93,0.77,1.34,0.62,5.25,1.05"
"2018,2018-08-26,1854,""Italy Serie A"",""Udinese"",""Sampdoria"",60.4,61.34,0.4291,0.302,0.2689,1.48,1.2,29.1,25.5,1,0,1.72,0.7,0.79,1.99,1.05,0"
"2018,2018-08-26,1854,""Italy Serie A"",""Cagliari"",""Sassuolo"",56.85,62.21,0.3988,0.3142,0.287,1.3,1.12,36.4,20.5,2,2,1.73,1.93,1.31,1.63,2.1,2.1"
"2018,2018-08-26,1854,""Italy Serie A"",""Genoa"",""Empoli"",61.61,55.91,0.4889,0.2328,0.2782,1.46,0.92,31.8,34.1,2,1,0.87,1.32,0.8,2.2,2.1,1.05"
"2018,2018-08-26,1854,""Italy Serie A"",""Inter"",""Torino"",80.45,65.36,0.6572,0.1273,0.2155,1.97,0.73,59.4,21.2,2,2,0.79,1.2,1.54,1.34,2.1,2.1"
"2018,2018-08-26,1854,""Italy Serie A"",""Frosinone"",""Bologna"",54.08,56.68,0.4154,0.2931,0.2915,1.3,1.04,46.8,44.2,0,0,1.66,0.94,1.05,1.51,0,0"
"2018,2018-08-26,1882,""Turkish Turkcell Super Lig"",""Besiktas"",""Antalyaspor"",72.18,39.94,0.8351,0.0472,0.1177,2.78,0.53,60.5,30.6,2,3,NA,NA,NA,NA,NA,NA"
"2018,2018-08-26,1882,""Turkish Turkcell Super Lig"",""Konyaspor"",""Bursaspor"",48.97,42.53,0.5016,0.2336,0.2649,1.53,0.95,17,27.5,1,1,NA,NA,NA,NA,NA,NA"
"2018,2018-08-26,1843,""French Ligue 1"",""Marseille"",""Rennes"",73.78,61.47,0.6291,0.1485,0.2224,1.94,0.82,61,25.6,2,2,0.84,1.63,0.92,0.71,2.1,2.1"
"2018,2018-08-26,1864,""Portuguese Liga"",""Sp Braga"",""Aves"",60.64,40.11,0.6545,0.1381,0.2074,2.07,0.83,22.1,28,3,1,1.84,0.69,2.81,0.39,2.95,1.05"
"2018,2018-08-26,1869,""Spanish Primera Division"",""Sevilla"",""Villarreal"",78.98,75.09,0.5489,0.2229,0.2282,1.88,1.12,46.9,31.5,0,0,2.07,0.71,2.24,0.82,0,0"
"2018,2018-08-26,1869,""Spanish Primera Division"",""Girona FC"",""Real Madrid"",73.03,91.44,0.1806,0.6233,0.1961,1.15,2.27,26.2,64.3,1,4,0.55,4.91,1.02,2.34,1.05,3.95"
"2018,2018-08-27,1882,""Turkish Turkcell Super Lig"",""Buyuksehyr"",""Akhisar Belediyespor"",64.52,45.14,0.672,0.12,0.208,1.97,0.69,48.8,25,3,1,NA,NA,NA,NA,NA,NA"
"2018,2018-08-27,1869,""Spanish Primera Division"",""Levante"",""Celta"",69.55,72.67,0.4452,0.3084,0.2465,1.63,1.32,29.5,25.4,1,2,2.1,2.5,1.35,1.43,1.05,2.1"
"2018,2018-08-27,1854,""Italy Serie A"",""Roma"",""Atalanta"",80.67,76.06,0.5042,0.2375,0.2584,1.64,1.05,67,63.2,3,3,2.35,2.35,1.72,1.48,3.15,3.15"
"2018,2018-08-27,1882,""Turkish Turkcell Super Lig"",""Galatasaray"",""Alanyaspor"",73.64,44.81,0.8288,0.0481,0.1231,2.69,0.51,82.3,30.9,6,0,NA,NA,NA,NA,NA,NA"
"2018,2018-08-27,2411,""Barclays Premier League"",""Man United"",""Tottenham"",80.53,85.5,0.3669,0.3739,0.2591,1.53,1.54,59.7,64.9,0,3,1.57,1.66,2.2,1.25,0,2.78"
"2018,2018-08-27,1864,""Portuguese Liga"",""Moreirense"",""Belenenses"",40.06,44.77,0.4025,0.3109,0.2866,1.29,1.1,29.8,18,1,1,0.9,0.97,1.28,0.28,1.05,1.05"
"2018,2018-08-27,1869,""Spanish Primera Division"",""Ath Bilbao"",""Huesca"",75.16,69.11,0.5445,0.2087,0.2468,1.67,0.93,26.7,28.2,2,2,0.78,0.24,1.14,0.87,2.1,2.1"
"2018,2018-08-31,1864,""Portuguese Liga"",""Chaves"",""Sp Braga"",43.86,61.19,0.27,0.4853,0.2447,1.25,1.75,18.6,31.1,0,1,0.91,0.52,1.36,1.11,0,1.05"
"2018,2018-08-31,1869,""Spanish Primera Division"",""Getafe"",""Valladolid"",76.2,68.45,0.5314,0.1849,0.2836,1.37,0.68,25.4,38.7,0,0,1.25,0.79,1.67,0.34,0,0"
"2018,2018-08-31,1849,""Dutch Eredivisie"",""FC Emmen"",""Graafschap"",33.43,34.33,0.424,0.2677,0.3084,1.33,0.99,34.8,34.5,1,1,NA,NA,NA,NA,NA,NA"
"2018,2018-08-31,1845,""German Bundesliga"",""Hannover"",""Dortmund"",61.42,77.83,0.2465,0.5161,0.2374,1.24,1.89,25.6,62,0,0,0.52,0.75,1.44,0.94,0,0"
"2018,2018-08-31,1832,""Belgian Jupiler League"",""Waregem"",""Club Brugge"",44.45,70.06,0.1741,0.6315,0.1945,1.17,2.35,6.5,71.3,2,5,NA,NA,NA,NA,NA,NA"
"2018,2018-08-31,1854,""Italy Serie A"",""Milan"",""Roma"",75.51,80.02,0.3748,0.3578,0.2674,1.4,1.36,57.1,66.5,2,1,1.89,0.32,1.7,1.54,2.1,1.05"
"2018,2018-08-31,1843,""French Ligue 1"",""Lyon"",""Nice"",76.57,62.04,0.6606,0.1238,0.2156,1.96,0.71,67.5,20.3,0,1,2.47,0.48,2.36,0.38,0,1.05"
"2018,2018-08-31,1882,""Turkish Turkcell Super Lig"",""Yeni Malatyaspor"",""Konyaspor"",48.53,48.21,0.4516,0.2658,0.2827,1.35,0.97,11.5,15,0,1,NA,NA,NA,NA,NA,NA"
"2018,2018-08-31,1869,""Spanish Primera Division"",""Villarreal"",""Girona FC"",75.01,71.47,0.5164,0.2322,0.2514,1.63,1,24.4,29,0,1,1.36,0.88,1.75,0.67,0,1.05"
"2018,2018-08-31,1869,""Spanish Primera Division"",""Eibar"",""Sociedad"",74.61,77.15,0.4117,0.3185,0.2698,1.37,1.17,27.8,40.3,2,1,0.79,1.37,1.74,0.42,2.1,1.05"
"2018,2018-08-31,1864,""Portuguese Liga"",""Guimaraes"",""Tondela"",49.5,40.11,0.5265,0.221,0.2525,1.68,1,11.7,30.2,1,0,0.76,0.33,0.51,0.66,1.05,0"
"2018,2018-09-01,2411,""Barclays Premier League"",""Leicester"",""Liverpool"",71.11,90.02,0.1818,0.5907,0.2275,1.03,2.03,25.2,58.1,1,2,0.95,1.51,1.22,1.14,1.05,2.1"
"2018,2018-09-01,1845,""German Bundesliga"",""Hoffenheim"",""Freiburg"",71.38,59.55,0.6002,0.1648,0.235,1.85,0.85,52,34.5,3,1,3.6,1.44,1.85,1.07,2.63,1.05"
"2018,2018-09-01,1845,""German Bundesliga"",""Leverkusen"",""Wolfsburg"",74.91,59.76,0.6507,0.132,0.2173,1.98,0.76,58.6,25.2,1,3,1.08,2.39,1.63,1.06,1.05,3.15"
"2018,2018-09-01,1845,""German Bundesliga"",""Ein Frankfurt"",""Werder Bremen"",67.42,66.16,0.4609,0.2577,0.2814,1.43,1,43.3,35.1,1,2,1.38,1.28,0.38,1.59,1.05,1.89"
"2018,2018-09-01,1845,""German Bundesliga"",""Nurnberg"",""Mainz"",57.55,62.53,0.4055,0.2951,0.2994,1.24,1.02,42.1,25.5,1,1,1.6,0.49,1.44,0.93,1.05,1.05"
"2018,2018-09-01,1845,""German Bundesliga"",""Augsburg"",""M'gladbach"",62.97,68.66,0.3568,0.3774,0.2658,1.39,1.43,30.5,57,1,1,2,1.28,1.35,1.56,1.05,1.05"
"2018,2018-09-01,2411,""Barclays Premier League"",""Everton"",""Huddersfield"",67.21,57.45,0.5368,0.191,0.2722,1.58,0.83,23,43.5,1,1,0.82,0.59,1.32,1.06,1.05,1.05"
"2018,2018-09-01,2411,""Barclays Premier League"",""Chelsea"",""Bournemouth"",85.37,65.29,0.7545,0.0829,0.1626,2.52,0.72,55.9,15.1,2,0,1.28,1.14,2.79,0.97,1.72,0"
"2018,2018-09-01,2411,""Barclays Premier League"",""Crystal Palace"",""Southampton"",69.81,66.83,0.4676,0.253,0.2794,1.5,1.03,18.8,31.5,0,2,1.84,3.11,2.25,1.38,0,1.58"
"2018,2018-09-01,2411,""Barclays Premier League"",""Brighton"",""Fulham"",63.49,63.49,0.4307,0.2881,0.2812,1.45,1.14,31.4,33.8,2,2,2.94,1.5,1.15,0.9,2.1,2.1"
"2018,2018-09-01,2411,""Barclays Premier League"",""West Ham"",""Wolves"",63.22,63.83,0.4482,0.2735,0.2783,1.49,1.11,37.8,34.5,0,1,0.96,1.27,1.81,0.76,0,1.05"
"2018,2018-09-01,1843,""French Ligue 1"",""Nimes"",""Paris SG"",55.47,88.06,0.1107,0.7254,0.1639,0.94,2.63,20.7,46.8,2,4,1.16,3.04,0.64,1.08,2.1,3.68"
"2018,2018-09-01,1864,""Portuguese Liga"",""Belenenses"",""Setubal"",44.61,42.83,0.4537,0.2653,0.281,1.4,1,19.4,24.6,0,0,0.22,0.31,1.36,1,0,0"
"2018,2018-09-01,1854,""Italy Serie A"",""Bologna"",""Inter"",57.02,79.3,0.1944,0.5572,0.2484,0.92,1.73,37.8,58.6,0,3,0.65,2.71,0.6,1.63,0,2.48"
"2018,2018-09-01,1832,""Belgian Jupiler League"",""Eupen"",""Standard"",36.51,64.97,0.1742,0.6333,0.1925,1.19,2.39,17.9,48.9,2,1,NA,NA,NA,NA,NA,NA"
"2018,2018-09-01,1882,""Turkish Turkcell Super Lig"",""Fenerbahce"",""Kayserispor"",68.99,41.26,0.7846,0.0634,0.152,2.38,0.52,44.1,26.5,2,3,NA,NA,NA,NA,NA,NA"
"2018,2018-09-01,1882,""Turkish Turkcell Super Lig"",""Akhisar Belediyespor"",""Sivasspor"",44.59,40.92,0.4857,0.2573,0.257,1.59,1.08,31.4,36,1,1,NA,NA,NA,NA,NA,NA"
"2018,2018-09-01,2411,""Barclays Premier League"",""Man City"",""Newcastle"",92.43,67.01,0.8643,0.0264,0.1093,2.72,0.32,77.3,24.3,2,1,2.55,0.61,2.34,0.45,2.1,1.05"
